TIPO,CANAL,CATEGORIA,SUBCATEGORIA,Incluir,otc4_code,Category,SubCategory,Segment,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,FCC,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302, MTH Actual , MTH Anterior , MAT Actual , MAT Anterior , YTD Actual , YTD Anterior , QTR Actual , QTR Anterior 
CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,AQUALIA CR THE SPA/N 75ML x 1                                ,AQUALIA (VCY)            ,AQUALIA (VCY)            ,VICHY             ,POPULAR                  ,51452,123379,0,92259,0,0,0,92765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   ," 308,403.00 ", -   , -   , -   , -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,IDEAL SOLEIL CR AN/ED F50 50ML x 1                           ,IDEAL SOLEIL (VCY)       ,IDEAL SOLEIL (VCY)       ,VICHY             ,POPULAR                  ,51453,6286098,3410481,6698195,6779425,9426375,12923854,20577861,19466991,14889293,23608265,14343370,8319885,6160483,5129666,6866399,5359150,6520836,9465773,10250315,10140224,9971640,14734310,10150025,10627254," 10,627,254.00 "," 8,319,885.00 "," 105,376,075.00 "," 146,730,093.00 "," 20,777,279.00 "," 22,663,255.00 "," 35,511,589.00 "," 46,271,520.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,IDEAL SOLEIL CR AN/ED F50 50ML x 1                           ,IDEAL SOLEIL (VCY)       ,IDEAL SOLEIL (VCY)       ,VICHY             ,POPULAR                  ,51453,16674,33601,144563,35308,87605,175352,2072464,1081489,472946,484978,743987,470936,233488,70753,152586,103059,166772,234548,74600,136108,202469,358123,311770,118268," 118,268.00 "," 470,936.00 "," 2,162,544.00 "," 5,819,903.00 "," 430,038.00 "," 1,214,923.00 "," 788,161.00 "," 1,699,901.00 "
LOCIÓN,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,AVENA ISDIN LOC HID CORP 400ML x 1                           ,AVENA ISDIN (ISD)        ,AVENA ISDIN (ISD)        ,ISDIN             ,POPULAR                  ,51455,71031,306577,372961,401256,251524,509514,355656,280862,529137,440853,356289,199061,302871,300994,283784,132597,143194,195696,156236,213558,217695,649135,415478,251072," 251,072.00 "," 199,061.00 "," 3,262,310.00 "," 4,074,721.00 "," 666,550.00 "," 555,350.00 "," 1,315,685.00 "," 996,203.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,AVENA ISDIN LOC HID CORP 400ML x 1                           ,AVENA ISDIN (ISD)        ,AVENA ISDIN (ISD)        ,ISDIN             ,POPULAR                  ,51455,3423713,3804377,3528784,2927714,3610120,3139722,3482465,3693353,3189521,4202805,3904349,2939982,3240749,3038617,3032011,2637207,2849567,3508549,3778123,3972194,4382927,5038549,4985824,4221219," 4,221,219.00 "," 2,939,982.00 "," 44,685,536.00 "," 41,846,905.00 "," 9,207,043.00 "," 6,844,331.00 "," 14,245,592.00 "," 11,047,136.00 "
LIMPIEZA,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,85J1C,PH Body Cleansing,PH Bath Shower,PH Shower,AVENA ISDIN GEL BA/PROTE 750ML x 1                           ,AVENA ISDIN (ISD)        ,AVENA ISDIN (ISD)        ,ISDIN             ,POPULAR                  ,51456,0,335001,315086,273728,364535,633914,358933,389676,326300,134715,229572,352943,248400,444659,456645,113060,151157,163707,422387,573732,239863,295537,386235,262201," 262,201.00 "," 352,943.00 "," 3,757,583.00 "," 3,714,403.00 "," 648,436.00 "," 582,515.00 "," 943,973.00 "," 717,230.00 "
LIMPIEZA,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,85J1C,PH Body Cleansing,PH Bath Shower,PH Shower,AVENA ISDIN GEL BA/PROTE 750ML x 1                           ,AVENA ISDIN (ISD)        ,AVENA ISDIN (ISD)        ,ISDIN             ,POPULAR                  ,51456,9359541,9858615,10032402,8655128,8944177,10388449,9584867,10092692,9606278,10036431,10979015,8104155,10833000,11089527,10226150,8578423,8052616,9440545,9932480,10020335,9874459,9885744,9226771,9177100," 9,177,100.00 "," 8,104,155.00 "," 116,337,150.00 "," 115,641,750.00 "," 18,403,871.00 "," 19,083,170.00 "," 28,289,615.00 "," 29,119,601.00 "
CREMA,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1B,PH Body,PH Body Care,NO,CERAVE CR HID P/SEC 340G x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51460,64410482,62701572,75616485,43748325,74774683,101891291,52731414,101599314,61922007,76961081,40790379,55030973,51642976,45156120,44363181,37991484,26448263,41156271,34320372,51188691,42877684,63258887,37634950,54529977," 54,529,977.00 "," 55,030,973.00 "," 530,568,856.00 "," 812,178,006.00 "," 92,164,927.00 "," 95,821,352.00 "," 155,423,814.00 "," 172,782,433.00 "
CREMA,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1B,PH Body,PH Body Care,NO,CERAVE CR HID P/SEC 340G x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51460,16293171,14702065,16689632,20771794,20396115,26308268,15889366,20176487,23231029,4624148,19696823,16441800,23233277,16182650,12739282,12704986,10485690,12732857,13639825,23960147,10251938,17913775,34649457,7365013," 7,365,013.00 "," 16,441,800.00 "," 195,858,897.00 "," 215,220,698.00 "," 42,014,470.00 "," 36,138,623.00 "," 59,928,245.00 "," 40,762,771.00 "
CREMA,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1B,PH Body,PH Body Care,NO,CERAVE CR HID P/SEC 454G x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51461,44463315,27398404,33058465,25189233,30525765,27025288,16409904,19699634,20134303,15179174,50169536,19594213,36562030,36075397,33320278,25471770,21401319,30616175,29319207,30148666,33011956,34750729,49620755,33642427," 33,642,427.00 "," 19,594,213.00 "," 393,940,709.00 "," 328,847,234.00 "," 83,263,182.00 "," 69,763,749.00 "," 118,013,911.00 "," 84,942,923.00 "
CREMA,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1B,PH Body,PH Body Care,NO,CERAVE CR HID P/SEC 454G x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51461,216803326,230485389,341183126,461533148,327054535,314996156,442998770,275706231,244353039,398087506,468523263,221734791,282052059,247627129,278921465,227501553,347112126,263933698,416115387,297159239,332186360,378948771,404539832,285926398," 285,926,398.00 "," 221,734,791.00 "," 3,762,024,017.00 "," 3,943,459,280.00 "," 690,466,230.00 "," 690,258,054.00 "," 1,069,415,001.00 "," 1,088,345,560.00 "
CREMA,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,CERAVE CR HID P/SEC 48G x 1                                  ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51462,5341910,6177762,9214675,7420931,12962169,12354023,10821436,10859947,8947928,13453710,9945578,8085508,11187666,11920941,12648023,16142054,15043069,15813751,14781331,13765664,13020209,13893433,11026318,10253704," 10,253,704.00 "," 8,085,508.00 "," 159,496,163.00 "," 115,585,577.00 "," 21,280,022.00 "," 18,031,086.00 "," 35,173,455.00 "," 31,484,796.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CERAVE LO HID P/NOR 88ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51463,2350,2292,1153,0,0,0,0,0,0,0,0,0,0,0,2745,0,0,0,0,0,0,0,0,0, -   , -   ," 2,745.00 "," 5,795.00 ", -   , -   , -   , -   
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CERAVE LO HID P/NOR 473ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51464,117908436,119029841,150918914,157142047,114919898,140195396,144133730,187378762,244526203,156518654,160979073,168151518,200384315,166007969,178999512,234920705,122185702,150309798,153042667,296857930,177647365,227179803,191568936,233013404," 233,013,404.00 "," 168,151,518.00 "," 2,332,118,106.00 "," 1,861,802,472.00 "," 424,582,340.00 "," 329,130,591.00 "," 651,762,143.00 "," 485,649,245.00 "
LOCIÓN,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CERAVE LO HID P/NOR 473ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51464,9626939,14103761,14407196,16272788,13361682,23367761,21166669,13743923,12047366,5391220,23075473,12875404,13603197,17173652,16394836,14059080,9528445,30556609,18024065,28337722,13085770,16863913,26851604,23577132," 23,577,132.00 "," 12,875,404.00 "," 228,056,025.00 "," 179,440,182.00 "," 50,428,736.00 "," 35,950,877.00 "," 67,292,649.00 "," 41,342,097.00 "
LOCIÓN,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CERAVE LO HID P/NOR 236ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51465,5087343,5369507,2005374,85822,5788469,5815125,5415016,7113728,6604569,6789816,7869157,4093035,5071084,5226526,3767763,3361207,2243987,3074380,4919598,7318425,7349247,3305844,7559305,1961805," 1,961,805.00 "," 4,093,035.00 "," 55,159,171.00 "," 62,036,961.00 "," 9,521,110.00 "," 11,962,192.00 "," 12,826,954.00 "," 18,752,008.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CERAVE LO HID P/NOR 236ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51465,34118022,31369337,25456569,6108994,70660800,47300657,37019877,47338367,30525406,59907123,39970041,38496608,39006696,37043513,34811795,26455810,36204549,40908824,40535182,36389407,44960724,61660326,44437858,41918718," 41,918,718.00 "," 38,496,608.00 "," 484,333,402.00 "," 468,271,801.00 "," 86,356,576.00 "," 78,466,649.00 "," 148,016,902.00 "," 138,373,772.00 "
FLUIDO,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,CERAVE LO H.FAC F25 52ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51466,33232770,44897992,55751167,62678048,61218930,60421536,63629907,63315034,46223647,61966133,57503443,49426780,85838544,74458116,64058189,57005093,59405347,66029850,73924173,79641336,66605840,81835577,73906188,83305791," 83,305,791.00 "," 49,426,780.00 "," 866,014,044.00 "," 660,265,387.00 "," 157,211,979.00 "," 106,930,223.00 "," 239,047,556.00 "," 168,896,356.00 "
FLUIDO,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,CERAVE LO H.FAC F25 52ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51466,3628848,4225051,4519784,4859988,6189095,7624664,7050344,2844581,4922188,8946278,8984580,5394481,4674403,6299323,15147254,8954313,9744446,12968462,8958809,15030299,7538100,10761339,17960101,9888479," 9,888,479.00 "," 5,394,481.00 "," 127,925,328.00 "," 69,189,882.00 "," 27,848,580.00 "," 14,379,061.00 "," 38,609,919.00 "," 23,325,339.00 "
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,CERAVE GEL LIM ESPU 473ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51467,54671013,86496694,139166911,119771982,61759888,64516001,62384282,98029279,96311784,106248558,116882061,117582402,141913350,128923888,140884459,120406959,127221167,162948258,181603761,228514831,127266062,169879790,177773467,293074504," 293,074,504.00 "," 117,582,402.00 "," 2,000,410,496.00 "," 1,123,820,855.00 "," 470,847,971.00 "," 234,464,463.00 "," 640,727,761.00 "," 340,713,021.00 "
LIMPIEZA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,CERAVE GEL LIM ESPU 473ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51467,4677484,4743872,7025182,1241296,8071113,4405475,5744891,6970123,6055289,2380359,15036430,8912247,10950183,10855074,9662942,9424226,12977214,10793007,16897185,7786987,8878470,5273173,22677833,24659885," 24,659,885.00 "," 8,912,247.00 "," 150,836,179.00 "," 75,263,761.00 "," 47,337,718.00 "," 23,948,677.00 "," 52,610,891.00 "," 26,329,036.00 "
LIMPIEZA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,CERAVE GEL LIM ESPU 236ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51468,2419465,702548,1823820,3428894,1164420,5858046,148428,113715,3774979,1111757,2711771,3532763,3030963,3126850,4281153,4265762,2759260,4215409,5833152,7839003,11637274,5595604,6722528,11755951," 11,755,951.00 "," 3,532,763.00 "," 71,062,909.00 "," 26,790,606.00 "," 18,478,479.00 "," 6,244,534.00 "," 24,074,083.00 "," 7,356,291.00 "
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,CERAVE GEL LIM ESPU 236ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51468,9313187,6189549,4649848,17856665,31914743,49732625,23626810,9184743,32390180,35567574,22419216,29889577,40801742,37051826,43319995,36976558,46026635,53889214,62349570,61536765,86264377,106715281,72325697,91721489," 91,721,489.00 "," 29,889,577.00 "," 738,979,149.00 "," 272,734,717.00 "," 164,047,186.00 "," 52,308,793.00 "," 270,762,467.00 "," 87,876,367.00 "
LOCIÓN,DIRECTO,ROSTRO,LIMPIEZA,Incluir,85A2B,PH Body Cleansing,PH Soap,PH Soap,CERAVE CR LIMP HIDR 473ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51469,53903907,42642627,80563820,84941224,79635804,76626697,74912585,78014133,62980306,70210459,61274046,51913284,62729283,50523320,58090184,49743562,52808767,66990892,70332270,97973007,56845739,82600321,80338066,94378551," 94,378,551.00 "," 51,913,284.00 "," 823,353,962.00 "," 817,618,892.00 "," 174,716,617.00 "," 113,187,330.00 "," 257,316,938.00 "," 183,397,789.00 "
LOCIÓN,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,85A2B,PH Body Cleansing,PH Soap,PH Soap,CERAVE CR LIMP HIDR 473ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51469,2276843,2618392,5101082,5662731,10912455,7794667,8869824,7128578,6897367,8620805,8701302,7174562,7243922,7149279,6721889,6857639,4703078,6102716,5251424,3425965,6757065,8455773,18252154,10868011," 10,868,011.00 "," 7,174,562.00 "," 91,788,915.00 "," 81,758,608.00 "," 29,120,165.00 "," 15,875,864.00 "," 37,575,938.00 "," 24,496,669.00 "
LOCIÓN,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,85A2B,PH Body Cleansing,PH Soap,PH Soap,CERAVE CR LIMP HIDR 236ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51470,976004,75082,33348,0,1833481,1958730,2061318,2764552,2491706,2494752,3390997,2338425,1649418,1971713,1375124,439183,1025469,1435074,2070025,3125214,4759090,2897832,6384744,2618719," 2,618,719.00 "," 2,338,425.00 "," 29,751,605.00 "," 20,418,395.00 "," 9,003,463.00 "," 5,729,422.00 "," 11,901,295.00 "," 8,224,174.00 "
LOCIÓN,DIRECTO,ROSTRO,LIMPIEZA,Incluir,85A2B,PH Body Cleansing,PH Soap,PH Soap,CERAVE CR LIMP HIDR 236ML x 1                                ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51470,5355781,2486153,508557,107241,34809949,13719421,19790540,18700511,12802574,19355419,19201793,16771021,17429561,15874173,14443217,13096848,16519450,20349512,22715246,20453576,27627525,35788849,32323524,31129652," 31,129,652.00 "," 16,771,021.00 "," 267,751,133.00 "," 163,608,960.00 "," 63,453,176.00 "," 35,972,814.00 "," 99,242,025.00 "," 55,328,233.00 "
OJOS,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,CERAVE CR CO/OJ REP 14ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51471,34117620,35468821,56591863,58192693,52103721,53619915,48687426,54011123,34701443,43878815,38017023,36706197,47701757,38641768,44137617,46504641,53386549,51698868,56442746,60158622,51800662,58401153,54520715,67410196," 67,410,196.00 "," 36,706,197.00 "," 630,805,294.00 "," 546,096,660.00 "," 121,930,911.00 "," 74,723,220.00 "," 180,332,064.00 "," 118,602,035.00 "
OJOS,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,CERAVE CR CO/OJ REP 14ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51471,2138873,3238743,3412201,3010551,3329197,2293504,3630969,1201468,3416741,3511826,5872470,3734579,4768091,3744478,5761075,4523950,6008851,10411484,4398552,4218924,7745763,3627965,6600294,5855099," 5,855,099.00 "," 3,734,579.00 "," 67,664,526.00 "," 38,791,122.00 "," 12,455,393.00 "," 9,607,049.00 "," 16,083,358.00 "," 13,118,875.00 "
PIES,INDIRECTO,CUERPO,SENSITIVE/DRY,No Incluir,83E2A,PH Foot,PH Foot,NO,CERAVE CR REN D/PIE 88ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51472,1414436,796827,791345,1404889,442621,930999,356490,2207649,811561,764971,788158,516727,736732,1442558,566274,855426,873304,877927,1106706,1978068,644502,383120,413256,718658," 718,658.00 "," 516,727.00 "," 10,596,531.00 "," 11,226,673.00 "," 1,131,914.00 "," 1,304,885.00 "," 1,515,034.00 "," 2,069,856.00 "
PIES,DIRECTO,CUERPO,SENSITIVE/DRY,No Incluir,83E2A,PH Foot,PH Foot,NO,CERAVE CR REN D/PIE 88ML x 1                                 ,CERAVE (L/O)             ,CERAVE (L/O)             ,LOREAL            ,POPULAR                  ,51472,11305429,9054916,9933628,9709414,9789272,8703384,9048655,12247241,15471838,27125640,23924959,17579217,12106643,11895616,8969869,9274710,8352461,8126239,8554860,10345107,15542187,24933473,13659901,21268040," 21,268,040.00 "," 17,579,217.00 "," 153,029,106.00 "," 163,893,593.00 "," 34,927,941.00 "," 41,504,176.00 "," 59,861,414.00 "," 68,629,816.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2M,PH Sun,PH Sunscreens,NO,HELIOCARE 360 GEL O/F F50 50ML x 1                           ,HELIOCARE 360 (BAG)      ,HELIOCARE 360 (BAG)      ,BAGO              ,POPULAR                  ,51484,75344,57208,36784,18680,18932,74135,17233,122277,0,794776,69632,0,84440,0,249466,162508,55747,167080,391421,401437,421809,323210,620188,331579," 331,579.00 ", -   ," 3,208,885.00 "," 1,285,001.00 "," 951,767.00 "," 69,632.00 "," 1,274,977.00 "," 864,408.00 "
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2M,PH Sun,PH Sunscreens,NO,HELIOCARE 360 GEL O/F F50 50ML x 1                           ,HELIOCARE 360 (BAG)      ,HELIOCARE 360 (BAG)      ,BAGO              ,POPULAR                  ,51484,5123397,4405059,4395717,3773375,7724477,8673822,11529365,8262538,8766287,9555384,9034868,5630064,7295677,6318080,6290107,6319809,6187957,8929656,9296351,10710338,9887279,10053602,10319256,8481543," 8,481,543.00 "," 5,630,064.00 "," 100,089,655.00 "," 86,874,353.00 "," 18,800,799.00 "," 14,664,932.00 "," 28,854,401.00 "," 24,220,316.00 "
MICELAR,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,ISDIN SOL MIC 4EN1 400ML x 1                                 ,ISDIN (ISD)              ,ISDIN (ISD)              ,ISDIN             ,POPULAR                  ,51486,422594,321106,592811,516025,443285,496656,664755,430012,563300,580656,503582,572302,765863,426756,499807,383116,494697,532138,398618,197190,701292,404163,1242256,757832," 757,832.00 "," 572,302.00 "," 6,803,728.00 "," 6,107,084.00 "," 2,000,088.00 "," 1,075,884.00 "," 2,404,251.00 "," 1,656,540.00 "
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,ISDIN SOL MIC 4EN1 400ML x 1                                 ,ISDIN (ISD)              ,ISDIN (ISD)              ,ISDIN             ,POPULAR                  ,51486,24807501,26149239,32358837,31374757,30266586,32129330,29188941,33620660,30310594,31682275,29687325,25230436,27867903,29080639,30000820,23358430,29038979,29920942,28501709,33685412,31475328,34145698,30789402,26811834," 26,811,834.00 "," 25,230,436.00 "," 354,677,096.00 "," 356,806,481.00 "," 57,601,236.00 "," 54,917,761.00 "," 91,746,934.00 "," 86,600,036.00 "
LIPS,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1Z,PH Body,PH Body Care,NO,LIPIKAR STICK AP+ 15ML x 1                                   ,LIPIKAR (LRP)            ,LIPIKAR (LRP)            ,LA ROCHE POSAY    ,POPULAR                  ,51488,3474009,3209929,3739824,3898114,5542381,5843427,4692987,4429800,4250104,4788185,3731203,3187143,3421445,2995241,2869124,3116650,3417181,3335510,3390890,3746162,3619678,4523935,3938361,3236773," 3,236,773.00 "," 3,187,143.00 "," 41,610,950.00 "," 50,787,106.00 "," 7,175,134.00 "," 6,918,346.00 "," 11,699,069.00 "," 11,706,531.00 "
LIPS,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1Z,PH Body,PH Body Care,NO,LIPIKAR STICK AP+ 15ML x 1                                   ,LIPIKAR (LRP)            ,LIPIKAR (LRP)            ,LA ROCHE POSAY    ,POPULAR                  ,51488,240177,182901,226656,263005,113298,240773,131667,154080,0,0,94941,389865,57990,161905,41732,41280,59776,181934,192663,191021,164064,127433,278254,43156," 43,156.00 "," 389,865.00 "," 1,541,208.00 "," 2,037,363.00 "," 321,410.00 "," 484,806.00 "," 448,843.00 "," 484,806.00 "
SIN TIPO,DIRECTO,MEN,CREMAS DE AFEITAR,No Incluir,81A1C,NULL,NULL,NULL,MEDICIS ESP.AFEITAR 200ML x 1                                ,MEDICIS (ISD)            ,MEDICIS (ISD)            ,ISDIN             ,POPULAR                  ,51489,184576,217833,184585,195698,53572,146550,118193,116007,130309,1006256,658965,469222,473217,610304,524101,716806,648338,666037,449226,427507,253568,488187,148239,109957," 109,957.00 "," 469,222.00 "," 5,515,487.00 "," 3,481,766.00 "," 258,196.00 "," 1,128,187.00 "," 746,383.00 "," 2,134,443.00 "
GEL,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,MINERAL 89 GEL FAC HI 30ML x 1                               ,MINERAL 89 (VCY)         ,MINERAL 89 (VCY)         ,VICHY             ,POPULAR                  ,51490,3131257,80529539,61872058,8237382,41546230,25805916,75500370,14851192,15079320,7108112,9904601,6568245,20754512,75107896,23174077,22237533,39802688,31443373,46220233,19167075,13766757,13648767,8897744,10091454," 10,091,454.00 "," 6,568,245.00 "," 324,312,109.00 "," 350,134,222.00 "," 18,989,198.00 "," 16,472,846.00 "," 32,637,965.00 "," 23,580,958.00 "
GEL,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,MINERAL 89 GEL FAC HI 30ML x 1                               ,MINERAL 89 (VCY)         ,MINERAL 89 (VCY)         ,VICHY             ,POPULAR                  ,51490,167959,126973,38121,0,0,34983,27070,0,0,0,0,0,55716,493044,0,249035,1349962,5009295,411493,0,298388,98191,114440,14541," 14,541.00 ", -   ," 8,094,105.00 "," 395,106.00 "," 128,981.00 ", -   ," 227,172.00 ", -   
GEL-OIL,INDIRECTO,CUERPO,SENSITIVE/DRY,No Incluir,82F5&,NULL,NULL,NULL,QUERATOL 40 GEL-OIL CORP 40G x 1                             ,QUERATOL 40 (DUT)        ,QUERATOL 40 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,51494,292645,157905,311130,468399,610681,530288,405724,453503,518383,349297,679459,888954,986979,607905,575125,242624,186912,580978,806541,844800,1020935,1648297,940517,1171834," 1,171,834.00 "," 888,954.00 "," 9,613,447.00 "," 5,666,368.00 "," 2,112,351.00 "," 1,568,413.00 "," 3,760,648.00 "," 1,917,710.00 "
GEL-OIL,DIRECTO,CUERPO,SENSITIVE/DRY,No Incluir,82F5&,NULL,NULL,NULL,QUERATOL 40 GEL-OIL CORP 40G x 1                             ,QUERATOL 40 (DUT)        ,QUERATOL 40 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,51494,6748066,5158335,5842380,5846388,5548499,5251600,4410086,5878774,7741313,7970441,9607328,7572033,8596297,6383065,5997821,6204301,5626210,6336360,6726983,6652800,7666008,8033293,8132818,8921109," 8,921,109.00 "," 7,572,033.00 "," 85,277,065.00 "," 77,575,243.00 "," 17,053,927.00 "," 17,179,361.00 "," 25,087,220.00 "," 25,149,802.00 "
LECHE,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83B1B,PH Body,PH Body Care,NO,TRIXERA NUTRITION LECHE NUT-FL 400ML x 1                     ,TRIXERA NUTRITION (P.F)  ,TRIXERA NUTRITION (P.F)  ,PIERRE FABRE      ,POPULAR                  ,51498,32266,49713,126657,75450,56748,26226,30196,133896,36390,93915,12296,83864,82308,81970,0,0,28482,66385,0,254678,13385,360029,60422,258938," 258,938.00 "," 83,864.00 "," 1,206,597.00 "," 757,617.00 "," 319,360.00 "," 96,160.00 "," 679,389.00 "," 190,075.00 "
LECHE,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83B1B,PH Body,PH Body Care,NO,TRIXERA NUTRITION LECHE NUT-FL 400ML x 1                     ,TRIXERA NUTRITION (P.F)  ,TRIXERA NUTRITION (P.F)  ,PIERRE FABRE      ,POPULAR                  ,51498,7566558,6595369,7662798,8375075,7561801,7724065,6613154,17735417,12554618,29102666,10918848,15347476,8609489,6705147,7226894,6656462,6508293,8285000,6751136,12452645,10400317,24162361,11419925,17406758," 17,406,758.00 "," 15,347,476.00 "," 126,584,427.00 "," 137,757,845.00 "," 28,826,683.00 "," 26,266,324.00 "," 52,989,044.00 "," 55,368,990.00 "
