TIPO,CANAL,CATEGORIA,SUBCATEGORIA,Incluir,otc4_code,Category,SubCategory,Segment,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,FCC,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302, MTH Actual , MTH Anterior , MAT Actual , MAT Anterior , YTD Actual , YTD Anterior , QTR Actual , QTR Anterior 
CREMA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,EFFACLAR DUO+ CR CORRE F30 40ML x 1                          ,EFFACLAR DUO+ (LRP)      ,EFFACLAR DUO+ (LRP)      ,LA ROCHE POSAY    ,POPULAR                  ,50863,17,29,19,4,49,54,36,45,26,67,66,95,36,60,22,66,68,50,77,35,60,40,79,34, 34.00 , 95.00 , 627.00 , 507.00 , 113.00 , 161.00 , 153.00 , 228.00 
CREMA,INDIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1D,PH Face,PH Face Care excl. Acne,PH Hypersensitive,FACIELLE AR CR A/RED HUM 30G x 1                             ,FACIELLE AR (M7E)        ,FACIELLE AR (M7E)        ,MEDSTYLE          ,POPULAR                  ,50871,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0, -   , -   , 1.00 , 6.00 , -   , -   , -   , 2.00 
CREMA,DIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1D,PH Face,PH Face Care excl. Acne,PH Hypersensitive,FACIELLE AR CR A/RED HUM 30G x 1                             ,FACIELLE AR (M7E)        ,FACIELLE AR (M7E)        ,MEDSTYLE          ,POPULAR                  ,50871,19,16,15,29,25,25,35,21,29,24,23,14,34,23,41,25,28,37,29,26,25,21,22,18, 18.00 , 14.00 , 329.00 , 275.00 , 40.00 , 37.00 , 61.00 , 61.00 
SERUM,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,IDEALIA SERUM 30ML x 1                                       ,IDEALIA (VCY)            ,IDEALIA (VCY)            ,VICHY             ,POPULAR                  ,50879,22,8,19,11,10,8,8,6,4,7,4,0,0,1,0,0,0,0,0,0,9,0,0,0, -   , -   , 10.00 , 107.00 , -   , 4.00 , -   , 11.00 
SIN TIPO,INDIRECTO,SOLARES,CUERPO,Incluir,83F2L,PH Sun,PH Sunscreens,NO,SUNCARE 100 GEL CR F50+ 60ML x 1                             ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50908,3,1,5,0,1,5,0,6,2,2,4,2,1,18,10,10,9,56,14,228,60,14,22,19, 19.00 , 2.00 , 461.00 , 31.00 , 41.00 , 6.00 , 55.00 , 8.00 
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2L,PH Sun,PH Sunscreens,NO,SUNCARE 100 GEL CR F50+ 60ML x 1                             ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50908,62,72,91,87,140,173,217,342,308,410,382,263,122,409,459,371,136,290,339,520,572,537,333,263, 263.00 , 263.00 ," 4,351.00 "," 2,547.00 ", 596.00 , 645.00 ," 1,133.00 "," 1,055.00 "
TOALLA,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1C,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,CETAPHIL LIMP TOA LIMP FAC x 25                              ,CETAPHIL LIMP (GLD)      ,CETAPHIL LIMP (GLD)      ,GALDERMA          ,POPULAR                  ,50912,229,239,360,310,311,372,274,276,291,300,298,219,297,363,362,378,413,434,453,435,365,221,201,83, 83.00 , 219.00 ," 4,005.00 "," 3,479.00 ", 284.00 , 517.00 , 505.00 , 817.00 
TOALLA,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1C,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,CETAPHIL LIMP TOA LIMP FAC x 25                              ,CETAPHIL LIMP (GLD)      ,CETAPHIL LIMP (GLD)      ,GALDERMA          ,POPULAR                  ,50912,3,7,4,3,13,3,6,2,6,2,6,11,15,7,0,0,2,0,2,1,3,0,0,0, -   , 11.00 , 30.00 , 66.00 , -   , 17.00 , -   , 19.00 
SIN TIPO,INDIRECTO,RESTORING,RESTORING,Incluir,83H1&,PH Restoring Skin,PH Restoring Skin,NO,CICALFATE AVE CR.R P A 40ML x 1                              ,CICALFATE (P.F)          ,CICALFATE (P.F)          ,PIERRE FABRE      ,POPULAR                  ,50925,0,16,18,12,9,15,18,23,3,4,1,4,12,18,1,1,1,3,13,3,2,5,7,12, 12.00 , 4.00 , 78.00 , 123.00 , 19.00 , 5.00 , 24.00 , 9.00 
SIN TIPO,DIRECTO,RESTORING,RESTORING,Incluir,83H1&,PH Restoring Skin,PH Restoring Skin,NO,CICALFATE AVE CR.R P A 40ML x 1                              ,CICALFATE (P.F)          ,CICALFATE (P.F)          ,PIERRE FABRE      ,POPULAR                  ,50925,312,263,297,299,359,437,359,471,310,306,319,235,322,333,368,258,194,136,95,198,262,296,573,381, 381.00 , 235.00 ," 3,416.00 "," 3,967.00 ", 954.00 , 554.00 ," 1,250.00 ", 860.00 
EXFOLIANTE,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5D,PH Face,PH Face Care excl. Acne,PH FC Others,IDEALIA EXF PEEL NOC 100ML x 1                               ,IDEALIA (VCY)            ,IDEALIA (VCY)            ,VICHY             ,POPULAR                  ,50934,7,9,4,3,4,4,9,0,1,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0, -   , -   , 6.00 , 43.00 , -   , 2.00 , -   , 2.00 
EXFOLIANTE,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5D,PH Face,PH Face Care excl. Acne,PH FC Others,IDEALIA EXF PEEL NOC 100ML x 1                               ,IDEALIA (VCY)            ,IDEALIA (VCY)            ,VICHY             ,POPULAR                  ,50934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 1.00 , -   , -   , -   , -   
CREMA,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82B6B,PH Face,PH Face Care excl. Acne,PH Moisture,MASC.CALM.HI.AVENE CREMA 50ML x 1                            ,MASC.CALM.HI.AVENE (P.F) ,MASC.CALM.HI.AVENE (P.F) ,PIERRE FABRE      ,POPULAR                  ,50937,0,0,1,0,0,2,0,2,2,6,1,1,3,7,13,0,2,3,2,0,0,8,10,6, 6.00 , 1.00 , 54.00 , 15.00 , 16.00 , 2.00 , 24.00 , 8.00 
CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82B6B,PH Face,PH Face Care excl. Acne,PH Moisture,MASC.CALM.HI.AVENE CREMA 50ML x 1                            ,MASC.CALM.HI.AVENE (P.F) ,MASC.CALM.HI.AVENE (P.F) ,PIERRE FABRE      ,POPULAR                  ,50937,223,207,353,324,218,290,267,289,213,230,197,131,146,144,240,176,132,235,206,172,148,230,118,126, 126.00 , 131.00 ," 2,073.00 "," 2,942.00 ", 244.00 , 328.00 , 474.00 , 558.00 
GEL,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,MINERAL 89 GEL FAC HI 50ML x 1                               ,MINERAL 89 (VCY)         ,MINERAL 89 (VCY)         ,VICHY             ,POPULAR                  ,50938,146,121,151,163,186,167,223,171,156,133,227,124,159,129,183,113,88,212,98,193,183,82,79,200, 200.00 , 124.00 ," 1,719.00 "," 1,968.00 ", 279.00 , 351.00 , 361.00 , 484.00 
GEL,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,MINERAL 89 GEL FAC HI 50ML x 1                               ,MINERAL 89 (VCY)         ,MINERAL 89 (VCY)         ,VICHY             ,POPULAR                  ,50938,9093,6432,9351,10857,7938,9645,7915,9155,5857,8627,7642,10234,8775,4804,6230,5465,4360,7049,9662,11407,8348,6060,5790,9405," 9,405.00 "," 10,234.00 "," 87,355.00 "," 102,746.00 "," 15,195.00 "," 17,876.00 "," 21,255.00 "," 26,503.00 "
CREMA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,NORMADERM SKIN BAL CR DIA A/IMP 40G x 1                      ,NORMADERM SKIN BAL (VCY) ,NORMADERM SKIN BAL (VCY) ,VICHY             ,POPULAR                  ,50941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 2.00 , -   , -   , -   , -   
SIN TIPO,DIRECTO,SOLARES,NIÑOS,Incluir,83F6B,PH Sun,PH Sunscreens,NO,SUNCARE 100 EMU KID F50+ 200ML x 1                           ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50951,100,49,55,56,85,104,173,368,676,928,937,476,207,119,89,151,158,183,268,334,552,858,686,493, 493.00 , 476.00 ," 4,098.00 "," 4,007.00 "," 1,179.00 "," 1,413.00 "," 2,037.00 "," 2,341.00 "
SIN TIPO,INDIRECTO,SOLARES,NIÑOS,Incluir,83F6B,PH Sun,PH Sunscreens,NO,SUNCARE 100 EMU KID F50+ 200ML x 1                           ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50951,18,2,2,3,8,0,12,41,26,21,26,24,10,3,1,2,15,20,107,54,100,65,63,44, 44.00 , 24.00 , 484.00 , 183.00 , 107.00 , 50.00 , 172.00 , 71.00 
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,SUNCARE 100 FL CITY F50+ 60ML x 1                            ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50952,36,138,41,48,54,75,107,408,151,132,115,95,87,56,86,86,146,242,189,204,315,247,95,58, 58.00 , 95.00 ," 1,811.00 "," 1,400.00 ", 153.00 , 210.00 , 400.00 , 342.00 
SIN TIPO,INDIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,SUNCARE 100 FL CITY F50+ 60ML x 1                            ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50952,3,4,6,0,13,5,13,6,3,9,7,11,0,1,2,6,10,11,43,9,23,8,0,0, -   , 11.00 , 113.00 , 80.00 , -   , 18.00 , 8.00 , 27.00 
SIN TIPO,INDIRECTO,SOLARES,CUERPO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,SUNCARE 100 FLU COL F50+ 60ML x 1                            ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50953,0,0,0,0,0,0,12,0,0,0,0,0,0,0,23,9,3,3,16,5,27,27,12,4, 4.00 , -   , 129.00 , 12.00 , 16.00 , -   , 43.00 , -   
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,SUNCARE 100 FLU COL F50+ 60ML x 1                            ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50953,222,82,147,272,151,176,702,709,219,156,117,143,581,401,828,539,263,419,901,1256,935,1409,1056,1093," 1,093.00 ", 143.00 ," 9,681.00 "," 3,096.00 "," 2,149.00 ", 260.00 ," 3,558.00 ", 416.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,SUNCARE 100 PLV COM F50+ 10G x 1                             ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50954,37,31,64,26,27,131,61,104,118,139,107,73,63,78,45,65,25,22,37,31,54,121,101,90, 90.00 , 73.00 , 732.00 , 918.00 , 191.00 , 180.00 , 312.00 , 319.00 
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,SUNCARE 100 PLV COM F50+ 10G x 1                             ,SUNCARE 100 (DUT)        ,SUNCARE 100 (DUT)        ,DEUTSCHE PHARMA   ,POPULAR                  ,50954,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,5,0,3,0,0,0,6,0, -   , -   , 21.00 , 4.00 , 6.00 , -   , 6.00 , -   
OJOS,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,PURETE THERMAL SOL MIC DESM 100ML x 1                        ,PURETE THERMAL (VCY)     ,PURETE THERMAL (VCY)     ,VICHY             ,POPULAR                  ,50964,6,56,247,58,923,671,315,390,1361,885,341,199,193,122,138,99,86,72,60,62,43,39,22,13, 13.00 , 199.00 , 949.00 ," 5,452.00 ", 35.00 , 540.00 , 74.00 ," 1,425.00 "
GEL,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,AVENE SOLN MISCELA 100ML x 1                                 ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,50982,72,502,43,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 643.00 , -   , -   , -   , -   
GEL,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,AVENE SOLN MISCELA 100ML x 1                                 ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,50982,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 4.00 , -   , -   , -   , -   
CREMA,DIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1C,PH Face,PH Face Care excl. Acne,PH Hypersensitive,AVENE EM TOLER LIG 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,50983,385,398,410,258,218,135,90,49,12,12,3,3,0,0,1,0,0,0,0,1,0,0,1,0, -   , 3.00 , 3.00 ," 1,973.00 ", 1.00 , 6.00 , 1.00 , 18.00 
CREMA,INDIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1C,PH Face,PH Face Care excl. Acne,PH Hypersensitive,AVENE EM TOLER LIG 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,50983,1,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 10.00 , -   , -   , -   , -   
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,CLEANANCE GEL. 100ML x 1                                     ,CLEANANCE (P.F)          ,CLEANANCE (P.F)          ,PIERRE FABRE      ,POPULAR                  ,50990,88,102,271,540,14,4,7,4,4,2,1,0,1,430,60,9,14,5,3,24,38,8,2,4, 4.00 , -   , 598.00 ," 1,037.00 ", 6.00 , 1.00 , 14.00 , 3.00 
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3C,PH Face,PH Acne,PH Acne Cleansing,EFFACLAR AGUA MIC P/S 100ML x 1                              ,EFFACLAR (LRP)           ,EFFACLAR (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,50996,10,6,17,8,11,5,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 70.00 , -   , -   , -   , 1.00 
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3C,PH Face,PH Acne,PH Acne Cleansing,EFFACLAR AGUA MIC P/R 100ML x 1                              ,EFFACLAR (LRP)           ,EFFACLAR (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,50997,18,8,12,8,8,7,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 77.00 , -   , -   , -   , 1.00 
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3C,PH Face,PH Acne,PH Acne Cleansing,EFFACLAR AGUA MIC P/R 400ML x 1                              ,EFFACLAR (LRP)           ,EFFACLAR (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,50998,2331,2045,2536,2994,2847,3123,2436,2661,2451,2861,2434,1915,2467,2068,2134,1836,2089,2177,2644,3030,2179,2558,2001,1872," 1,872.00 "," 1,915.00 "," 27,055.00 "," 30,634.00 "," 3,873.00 "," 4,349.00 "," 6,431.00 "," 7,210.00 "
LIMPIEZA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3C,PH Face,PH Acne,PH Acne Cleansing,EFFACLAR AGUA MIC P/R 400ML x 1                              ,EFFACLAR (LRP)           ,EFFACLAR (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,50998,73,18,23,5,24,74,23,3,8,62,4,44,17,41,53,30,6,7,21,3,36,18,19,17, 17.00 , 44.00 , 268.00 , 361.00 , 36.00 , 48.00 , 54.00 , 110.00 
LABIOS,DIRECTO,SOLARES,ROSTRO,Incluir,83F2D,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI EXTR LAB F40 4G x 1                       ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,51008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 2.00 , -   , -   , -   , -   
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI SUN BRU F50+ 4G x 1                       ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,51009,5,23,11,11,8,20,58,81,18,15,15,10,6,1,1,0,0,0,0,0,0,0,1,0, -   , 10.00 , 9.00 , 275.00 , 1.00 , 25.00 , 1.00 , 40.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI SUN BRU F50+ 4G x 1                       ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,51009,1097,1368,1365,1210,1450,2082,2359,3306,1742,445,126,40,17,12,11,8,18,18,25,7,7,1,2,4, 4.00 , 40.00 , 130.00 ," 16,590.00 ", 6.00 , 166.00 , 7.00 , 611.00 
MASK,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82B6B,PH Face,PH Face Care excl. Acne,PH Moisture,MASCARILLA MINERAL PACK 15ML x 3                             ,MASCARILLA MINERAL (VCY) ,MASCARILLA MINERAL (VCY) ,VICHY             ,POPULAR                  ,51023,17,43,5,2,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0, -   , 1.00 , 11.00 , 75.00 , -   , 1.00 , -   , 1.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,URBIO A SUN AOX FAC F50+ 40ML x 1                            ,URBIO A SUN (DB&)        ,URBIO A SUN (DB&)        ,DISPOLAB          ,POPULAR                  ,51033,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 10.00 , -   , 1.00 , -   , 1.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,URBIO A SUN FLU FAC F50+ 40ML x 1                            ,URBIO A SUN (DB&)        ,URBIO A SUN (DB&)        ,DISPOLAB          ,POPULAR                  ,51034,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 8.00 , -   , -   , -   , -   
FLUIDO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,URBIO AR FLU FAC F50+ 40ML x 1                               ,URBIO AR (DB&)           ,URBIO AR (DB&)           ,DISPOLAB          ,POPULAR                  ,51035,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 2.00 , -   , -   , -   , -   
FLUIDO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,URBIO AR FLU FAC F50+ 40ML x 1                               ,URBIO AR (DB&)           ,URBIO AR (DB&)           ,DISPOLAB          ,POPULAR                  ,51035,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 3.00 , -   , -   , -   , -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,XHEKPON CR FAC/CU/ES 40ML x 1                                ,XHEKPON (UM7)            ,XHEKPON (UM7)            ,UMBRELLA7 SPA     ,POPULAR                  ,51038,473,607,493,443,410,503,617,437,369,386,358,353,401,320,315,291,221,265,402,354,314,2011,745,363, 363.00 , 353.00 ," 6,002.00 "," 5,449.00 "," 1,108.00 ", 711.00 ," 3,119.00 "," 1,097.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,XHEKPON CR FAC/CU/ES 40ML x 1                                ,XHEKPON (UM7)            ,XHEKPON (UM7)            ,UMBRELLA7 SPA     ,POPULAR                  ,51038,0,4,0,0,0,4,17,5,7,5,0,3,5,9,10,8,0,5,3,0,11,3,0,6, 6.00 , 3.00 , 60.00 , 45.00 , 6.00 , 3.00 , 9.00 , 8.00 
SPRAY,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1Z,PH Face,PH Acne,PH Acne Care,ACNIBEN-TEEN SKIN SPRAY BODY 150ML x 1                       ,ACNIBEN-TEEN SKIN (ISD)  ,ACNIBEN-TEEN SKIN (ISD)  ,ISDIN             ,POPULAR                  ,51043,7,9,14,8,16,20,33,15,50,22,39,23,18,13,16,29,87,34,18,40,52,31,39,79, 79.00 , 23.00 , 456.00 , 256.00 , 118.00 , 62.00 , 149.00 , 84.00 
SPRAY,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1Z,PH Face,PH Acne,PH Acne Care,ACNIBEN-TEEN SKIN SPRAY BODY 150ML x 1                       ,ACNIBEN-TEEN SKIN (ISD)  ,ACNIBEN-TEEN SKIN (ISD)  ,ISDIN             ,POPULAR                  ,51043,383,458,636,645,715,930,809,955,1003,930,819,670,788,666,647,680,857,1125,1208,1504,1553,1298,1450,1585," 1,585.00 ", 670.00 ," 13,361.00 "," 8,953.00 "," 3,035.00 "," 1,489.00 "," 4,333.00 "," 2,419.00 "
SIN TIPO,INDIRECTO,SOLARES,NIÑOS,Incluir,83F6C,PH Sun,PH Sunscreens,NO,ANTHELIOS DERM-PED GEL W/S F50+ 250ML x 1                    ,ANTHELIOS DERM-PED (LRP) ,ANTHELIOS DERM-PED (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,51046,0,0,1,1,1,29,230,206,243,128,145,53,1,0,8,22,24,31,13,171,299,257,107,49, 49.00 , 53.00 , 982.00 ," 1,037.00 ", 156.00 , 198.00 , 413.00 , 326.00 
SIN TIPO,DIRECTO,SOLARES,NIÑOS,Incluir,83F6C,PH Sun,PH Sunscreens,NO,ANTHELIOS DERM-PED GEL W/S F50+ 250ML x 1                    ,ANTHELIOS DERM-PED (LRP) ,ANTHELIOS DERM-PED (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,51046,422,129,142,135,331,515,1769,2399,4413,7544,11245,674,212,93,93,57,87,452,974,1376,4150,8359,8006,2409," 2,409.00 ", 674.00 ," 26,268.00 "," 29,718.00 "," 10,415.00 "," 11,919.00 "," 18,774.00 "," 19,463.00 "
SIN TIPO,DIRECTO,SOLARES,NIÑOS,Incluir,83F6B,PH Sun,PH Sunscreens,NO,ANTHELIOS DERM-PED LECHE F50+ 250ML x 1                      ,ANTHELIOS DERM-PED (LRP) ,ANTHELIOS DERM-PED (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,51047,2693,262,316,306,640,1045,2224,9641,5320,20786,9169,4803,478,237,176,146,214,512,1454,8728,3958,18791,8895,7392," 7,392.00 "," 4,803.00 "," 50,981.00 "," 57,205.00 "," 16,287.00 "," 13,972.00 "," 35,078.00 "," 34,758.00 "
SIN TIPO,INDIRECTO,SOLARES,NIÑOS,Incluir,83F6B,PH Sun,PH Sunscreens,NO,ANTHELIOS DERM-PED LECHE F50+ 250ML x 1                      ,ANTHELIOS DERM-PED (LRP) ,ANTHELIOS DERM-PED (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,51047,78,14,22,19,23,119,429,372,490,366,143,12,17,12,0,0,10,199,326,231,426,468,325,43, 43.00 , 12.00 ," 2,057.00 "," 2,087.00 ", 368.00 , 155.00 , 836.00 , 521.00 
CREMA,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,AVENE CR A/ED F50+ 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,51048,0,0,1,0,0,1,6,0,1,1,2,14,32,3,20,14,17,35,295,63,35,79,29,16, 16.00 , 14.00 , 638.00 , 26.00 , 45.00 , 16.00 , 124.00 , 17.00 
CREMA,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,AVENE CR A/ED F50+ 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,51048,577,274,706,1179,774,530,2211,1257,1488,720,1173,725,1100,760,1996,1054,959,937,1753,1638,803,2232,1267,856, 856.00 , 725.00 ," 15,355.00 "," 11,614.00 "," 2,123.00 "," 1,898.00 "," 4,355.00 "," 2,618.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,AVENE FLU MI F50+ 40ML x 1                                   ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,51049,2,1,6,1,1,4,11,8,14,4,4,20,9,13,13,12,7,11,42,54,207,49,42,28, 28.00 , 20.00 , 487.00 , 76.00 , 70.00 , 24.00 , 119.00 , 28.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,AVENE FLU MI F50+ 40ML x 1                                   ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,51049,165,181,308,447,405,369,548,620,655,461,407,243,196,181,263,223,282,365,559,535,550,544,488,266, 266.00 , 243.00 ," 4,452.00 "," 4,809.00 ", 754.00 , 650.00 ," 1,298.00 "," 1,111.00 "
