CATEGORIA,SUBCATEGORIA,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302,MAT 22,MAT 23,P3M 22,P3M 23,YTD 22,YTD 23
FACE TOTAL,ACNE CLEANSING,EFFACLAR GEL MOUSS.   400ML X 1,EFFACLAR (LRP),LRP,LA ROCHE POSAY,POPULAR,89608560,28783182,76408690,93758180,121754360,96028445,127582322,138129675,146427645,183756640,197605603,203272344,220345246,220263708,220741962,195452212,199114810,186444984,245844720,206085136,217812144,332120844,282005231,225569520,1503115646,2751800517,584634587,839695595,400877947,507574751
FACE TOTAL,ACNE CLEANSING,URIAGE GEL.HYSE.LIM   150ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,518959,489804,99400,350100,,249900,637768,1143765,962637,1072396,499800,396200,1207840,660096,1186710,525399,954180,899810,1368448,1643200,1511113,1230348,911790,1546796,6420729,13645730,1968396,3688934,896000,2458586
FACE TOTAL,FACE CARE - AGUAS TERMALES,URIAGE AGUA TERMAL AGUA ILUMINA   100ML X 1,URIAGE AGUA TERMAL (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,159412,1839620,1386280,1433250,1107744,1806606,2546232,2903248,2094750,2231240,3002970,2835000,4892996,4503835,3035220,2212320,2834028,2951620,2817205,2010700,2482800,15277142,35809934,7544230,7310705,4997998,4493500
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE A-OXITIVE CR.CONT.OJOS   15ML X 1,AVENE A-OXITIVE (PC6),AVENE,PERCOS,POPULAR,12599622,7690452,8425746,7358327,11345810,8929976,11495759,12919855,9857922,13382116,9528624,11366922,10702208,12267504,13609908,14207125,14923580,11929059,12215800,11581680,12828534,11628730,10016145,14066390,124901131,149976663,34277662,35711265,20895546,24082535
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL C.E.D50+N20M    X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CR ELAS NOC   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,36894157,24075402,23470377,20565696,21259095,35400480,23876273,43484162,60183260,72565146,35596689,39786760,39243670,29700363,66814695,63015344,54189174,139954140,72243584,36863908,63150240,55896309,74395400,78553524,437157497,774020351,147948595,208845233,75383449,152948924
FACE TOTAL,FACE CARE - ANTIEDAD,HYALU  B5 AQUAGEL F30   20ML X 1,HYALU  B5 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,94500,,94500,,94500,,,189000,94500,94500,,0,661500,0,189000,0,94500
FACE TOTAL,FACE CARE - ANTIEDAD,LIFTACTIV SKINCURE CREMA CO/ACL   10ML X 1,LIFTACTIV SKINCURE (VCY),VICHY,VICHY,POPULAR,17042978,10689252,19671911,16394322,11508468,6713392,13888152,8166690,11120382,13977990,13317732,15035460,15565924,18173679,13520875,10034188,11382388,5695560,4985136,3628268,2126304,2745750,1650462,1781745,157526729,91290279,42331182,6177957,28353192,3432207
FACE TOTAL,FACE CARE - ANTIEDAD,NEOVADIOL SER COM SUST   30ML X 1,NEOVADIOL (VCY),VICHY,VICHY,POPULAR,4193649,1594788,1815528,914788,2206838,1463968,4665480,2499456,2419632,2119614,1338064,1063752,2319876,3167146,2545020,3167151,5160588,3241660,4583040,3763306,2552340,2067954,1639458,558909,26295557,34766448,4521430,4266321,2401816,2198367
FACE TOTAL,FACE CARE - ANTIPIGMENT,DEPIWHITE S CR.P/S.F50   50ML X 1,DEPIWHITE (A6C),DEPIWHITE,ACM LABORATOIRE,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,LIGTH EYES CREMA FPS 30   15ML X 1,LIGTH EYES (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,167013,,322380,91973,110748,,,,51694,102532,,170050,420128,,189058,84026,304592,,,262578,178554,210064,,,1016390,1649000,272582,210064,170050,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,MELACLEAR ISDIN SERUM CORREC   15ML X 1,MELACLEAR ISDIN (ISD),ISDIN,ISDIN,POPULAR,1068938,164452,,657808,1480068,1473588,492780,164452,575582,735930,576562,821770,664696,502938,670584,922053,412435,,1005876,596533,613032,335292,193922,745408,8211930,6662769,2134262,1274622,1398332,939330
FACE TOTAL,FACE CARE - ANTIPIGMENT,NEOTONE SENSITIVE BALSAMO   30ML X 1,NEOTONE SENSITIVE (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,2449524,2218000,4595840,5029536,3988898,2303931,838422,693075,5489617,1632653,1332064,2398942,3002094,685412,1439361,1918813,1726374,2283386,1439361,2214394,1028118,2777052,1589770,2179604,32970502,22283739,5363659,6546426,3731006,3769374
FACE TOTAL,FACE CARE - CLEANSING,AVENE LOCION LOC.MICELAR   50ML X 1,AVENE LOCION (PC6),AVENE,PERCOS,POPULAR,298194,79518,99398,198796,,,238554,99398,,99398,,,,,,,,,,,,,,,1113256,0,99398,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,PURETE THERM.MICEL SOLUCION   200ML X 1,PURETE THERM.MICEL (VCY),VICHY,VICHY,POPULAR,51833,,,,,,,,,,,,,,,,,,,,,,,,51833,0,0,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,SYNDERM ESPUMA   190G X 1,SYNDERM (P7D),PHARMADERM,PHARMADERM,POPULAR,,,,,,,,,,,48950,,,,,49580,,,,,,,51092,,48950,100672,48950,51092,48950,51092
FACE TOTAL,FACE CARE - HIDRATACION,HIDRADERM TRX SERUM   30ML X 1,HIDRADERM TRX (S.D),SESDERMA,SESDERMA,POPULAR,,,,,,,,,328316,,492477,821050,825630,990750,330252,495378,493692,825630,657136,660504,823945,989070,165126,658820,1641843,7915933,1313527,1813016,1313527,823946
FACE TOTAL,FACE CARE - HIDRATACION,NIVEA HYALURON C CF30+C OJO   65ML X 1,NIVEA HYALURON (BEI),EUCERIN,BEIERSDORF,POPULAR,2225766,1342176,1708224,1342700,898095,542970,347742,1787511,2495371,6551250,1778812,2107911,1956768,664140,1660360,2068992,2474121,2393826,1173924,2007030,875796,1612899,873864,364915,23128528,18126635,10437973,2851678,3886723,1238779
FACE TOTAL,FACE CUIDADO ESPECIFICO,AVENE HIDRA AQ-GEL CR.HIDRATANT   50ML X 1,AVENE HIDRA AQ-GEL (PC6),AVENE,PERCOS,POPULAR,20678608,18071760,18162327,15077286,35165693,22260960,35493984,127488444,40296963,58379846,53293740,56794755,58594040,66542768,173914182,82927061,114365391,90124584,132041336,104535684,110809400,173480583,136406235,196146736,501164366,1439888000,168468341,506033554,110088495,332552971
SUN,SUN BODY,ANTHELIOS FAMILY LOC XL F50   250ML X 1,ANTHELIOS FAMILY (LRP),LRP,LA ROCHE POSAY,POPULAR,9203220,2427048,1517460,1363285,1675755,680802,405712,597165,107775,,113762,,238656,,,,239500,,,,,,,,18091984,478156,113762,0,113762,0
SUN,SUN BODY,ANTHELIOS WETSKIN GEL SPF 50+   250ML X 1,ANTHELIOS WETSKIN (LRP),LRP,LA ROCHE POSAY,POPULAR,25226283,12964363,12728086,17212948,41604912,25241714,24048958,23125860,30229302,35478696,30102750,30031650,36550584,58373225,29847543,39474470,52344864,37672252,32152872,42555704,32962644,80045616,44975688,45676152,307995522,532631614,95613096,170697456,60134400,90651840
SUN,SUN BODY,FOTOPROT ISDIN EXT.GEL 50+   250ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,,,,125557,,,106724,,,,,,,844980,871386,844980,1484664,1589784,653535,4286652,3016125,4568388,4754376,2904872,232281,25819742,0,12227636,0,7659248
SUN,SUN BODY,HELIOCARE 50FPS SPRAY   200ML X 1,HELIOCARE 50FPS (MVE),HELIOCARE,MEDIVELIUS,POPULAR,1299259,848712,854982,954048,2093940,1599356,892500,971040,1133816,1979376,1426330,788316,2753520,1132696,1710488,1513677,2254864,1377252,1514997,1966566,1141648,2657700,903000,591248,14841675,19517656,4194022,4151948,2214646,1494248
SUN,SUN BODY,UMBRELLA E.R/AGUA 50+   225G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,43009984,28482454,29999645,38677473,46705344,41032530,44332880,44213840,39823860,101084250,65568659,48853600,55012176,54950238,45843358,74378118,64459410,53581600,68063930,47137209,51768670,99210123,68902666,65020571,571784519,748328069,215506509,233133360,114422259,133923237
SUN,SUN BODY,UMBRELLA EMULSIO.PLUS   120G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,5219707,6202620,5962138,13233038,10470096,10470096,8797789,2108561,581672,456000,109062,181770,109062,72708,,115535,23107,46214,,,23107,,23107,,63792549,412840,746832,23107,290832,23107
SUN,SUN BODY,UVEBLOCK SPRAY K F50+   200ML X 1,UVEBLOCK (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,345156,,420704,1230936,1025802,2993868,2350853,2929186,491667,1968834,1007316,268618,335772,167886,671544,923370,1879725,629572,251830,1443820,503658,784860,1043406,484767,15032940,9120210,3244768,2313033,1275934,1528173
SUN,SUN FACE,ANTHELIO UVMUNE400 FI50+A50+S10    X 1,ANTHELIO UVMUNE400 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,7380450,26415792,28982421,3132360,689112,89496,,,,0,66689631,0,0,0,0
SUN,SUN FACE,ANTHELIOS SHAKA F F50+EDC+AT    X 1,ANTHELIOS SHAKA (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,355968,11819525,32235978,29696770,17114136,24544295,13714480,7837080,2684516,65476,130952,130952,,,,,,91222377,49107751,79046884,0,46810906,0
SUN,SUN FACE,ANTHELIOS XL FPS50 GEL TOQ.SECO   50ML X 1,ANTHELIOS XL FPS50 (LRP),LRP,LA ROCHE POSAY,POPULAR,116456466,71062804,89265785,106270827,159711178,129170938,189244092,187114925,177720296,219535470,180063184,206710812,207026768,244047501,256053180,210957972,186348900,203435440,204265580,199584438,194115655,309726495,237517876,300685320,1832326777,2753765125,606309466,847929691,386773996,538203196
SUN,SUN FACE,AVENE CLEANANCE EMU C/C F50+   50ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,1853216,3712380,1373346,1465043,468232,496578,1436420,1803062,1677860,1019700,175798,1966458,466850,958342,768229,1273395,1136330,906760,723080,1763278,1190306,899528,830304,788064,17448093,11704466,3161956,2517896,2142256,1618368
SUN,SUN FACE,AVENE SOLAR 50 F.C+M100+PH1   50ML X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,147000,,,137400,,,68700,,,,,,69660,69660,69660,208980,139320,,139320,,,,,,353100,696600,0,0,0,0
SUN,SUN FACE,DARKSUN LOC.PR.SOLAR   120ML X 1,DARKSUN (SIE),SIEGFRIED,SIEGFRIED,POPULAR,31921571,24468210,23455872,19655550,34273326,29134248,32572485,42116458,30161808,43877650,33400254,27743429,35011800,30029340,33665825,40158547,33306466,29582910,43666510,27664090,23992620,33760938,22545654,21449390,372780861,374834090,105021333,77755982,61143683,43995044
SUN,SUN FACE,FILTROSOL GEL SPF 50+   60G X 1,FILTROSOL (MLB),ROEMMERS,MEGALABS,POPULAR,13685229,10985976,11630752,11913310,13929776,14343366,15313870,11593344,13767964,16624114,13512240,11484040,13903824,12289743,16085844,13812849,14727156,12321142,12082226,13000670,12361188,16581500,13090068,12951197,158783981,163207407,41620394,42622765,24996280,26041265
SUN,SUN FACE,FOTO ULTRA 100 F F A/U F50+   50ML X 1,FOTO ULTRA 100 (ISD),ISDIN,ISDIN,POPULAR,50301818,38945708,54953650,58983012,91167192,71856665,107936649,101925144,90802328,119375762,71113196,97021722,95676462,180009837,185205020,188375590,219078358,227356316,302570200,240294575,195084628,296193365,265953725,325803765,954382846,2721601841,287510680,887950855,168134918,591757490
SUN,SUN FACE,FOTOPROT ISDIN FFW F50+ +LR   50ML X 2,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,FOTOPROT ISDIN FFWF50+AM HB    X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,,,,,,,,,,,,,,6188028,15470070,6188028,12376056,21658098,,,,,,,0,61880280,0,0,0,0
SUN,SUN FACE,FOTOPROT ISDIN FL FU W F50+   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,357999687,278419464,345916413,351099028,375658562,248192732,391580946,512433219,525024969,585918675,669310378,662668886,711996129,545913410,600156964,574353990,659516582,733797024,754017280,695832760,603961952,947922624,835035933,934857513,5304222959,8597362161,1917897939,2717816070,1331979264,1769893446
SUN,SUN FACE,FOTOPROT ISDIN FU M FL S50+   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,2469472,843720,2068248,1488204,8321826,4013050,4372656,3835680,3237850,5628693,3080250,5318473,5318544,5055168,5598700,5344752,6518880,6325532,6757239,6801337,4265145,4594828,4981928,4833264,44678122,66395317,14027416,14410020,8398723,9815192
SUN,SUN FACE,PLIANCE EM P SOL F50   60G X 1,PLIANCE (MLB),ROEMMERS,MEGALABS,POPULAR,726462,1293748,721296,1469205,443312,1718745,1022391,1249589,1077395,2022700,583560,1050408,103300,413200,466848,583560,206600,116712,700272,326793,92521,240794,206600,,13378811,3457200,3656668,447394,1633968,206600
SUN,SUN FACE,SOLKREM XTREME GEL P.S F1 U   10G X 24,SOLKREM XTREME (CMD),CRONOMED,CRONOMED,POPULAR,1070013,1411180,1833658,1524276,3616677,3539718,4581252,3128320,6082440,4264380,3164320,3268789,4345012,3384640,2034188,2143200,3219000,6202127,3343246,5808384,2237992,3528000,8818654,3164416,37485023,48228859,10697489,15511070,6433109,11983070
SUN,SUN FACE,SOL-OR AD FPS40+ GEL PI/MIX R   60G X 1,SOL-OR AD FPS40+ (QFA),QUIFARMA,QUIFARMA,POPULAR,57529431,58300803,53812242,65004800,75714072,71291242,65439892,71506848,62748044,76472640,70180270,66726099,73376748,72877272,71505000,64750280,51815840,98692840,40407150,24001450,18157062,10408420,7581609,7473760,794726383,541047431,213379009,25463789,136906369,15055369
SUN,SUN FACE,UMBRELLA GEL SPF 50   60G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,205630950,158826681,185640090,201971881,224922151,187481712,196564333,217287488,202028372,261140448,228274040,209951925,212709794,188907395,212796276,274075480,229649952,203031710,211734090,179682360,193397265,315797872,233471024,203710720,2479720071,2658963938,699366413,752979616,438225965,437181744
SUN,SUN KIDS,HELIOCARE 360 PED LO PR S F50+   200ML X 1,HELIOCARE 360 PED (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,385782,308626,1243192,1404243,464748,0,3806591,0,3112183,0,1868991
SUN,SUN KIDS,UMBRELLA E.KIDS.W/PRO   120G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,43759,110274,,147400,72403,261144,290888,179560,161474,162502,72722,160994,80497,80497,158094,,,,263253,175818,173978,86989,218274,101771,1663120,1339171,396218,407034,233716,320045
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ADERMA EXOMEGA C DE200+DP40    X 1,ADERMA EXOMEGA (PC6),PERCOS,PERCOS,POPULAR,,,173574,2279970,2921230,2948600,4533144,1980944,1429617,494319,576704,720880,531174,280764,,151764,151764,75882,,,,,75882,,18058982,1267230,1791903,75882,1297584,75882
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATODERM INTENSIVE GEL MOUSSANT   200ML X 1,ATODERM INTENSIVE (BDM),BIODERMA,BIODERMA,POPULAR,,196155,6558464,7411325,9458761,12170487,10555686,9726936,9531390,10835792,5489120,6348705,9105630,8809160,8233554,8845200,13099968,11885400,12505757,13577562,10894912,16438928,17560004,14712551,88282821,145668626,22673617,48711483,11837825,32272555
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATODERM LAIT LECHE CUERPO   200ML X 1,ATODERM LAIT (BDM),BIODERMA,BIODERMA,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CARE - PIEL SECA UREA,UREADERM CREMA 15% 60G X 1,UREADERM (MLB),ROEMMERS,MEGALABS,POPULAR,43080669,42097932,31514142,40328379,39776025,35719565,42979740,35736064,38946900,44223369,36254137,36492768,33095727,38338500,26472621,41000150,41065625,42227272,37956495,42730090,41100626,52382736,41170540,43409296,467149690,480949678,116970274,136962572,72746905,84579836
BODY,BODY CARE - PIEL SECA UREA,UREADIN RX 30 CRE EMOLIENT 30% 50ML X 1,UREADIN RX 30 (ISD),ISDIN,ISDIN,POPULAR,3098937,2505036,3692618,3315816,3916755,3736855,4106088,3662415,3282110,3594920,3156496,1996630,3348184,2894216,3588360,4810763,4674336,4367884,5068965,4397190,3887475,4993736,5363700,5254882,40064676,52649691,8748046,15612318,5153126,10618582
BODY,BODY CARE - PIEL SECA UREA,UREANOVA CREMA 10% 200G X 1,UREANOVA (GIE),UREANOVA,GIMED,POPULAR,,,,,,,,,,,,660000,14794731,10449810,11494791,12649770,10669806,14563870,11769786,11879784,12112760,13558292,13533124,11456250,660000,148932774,660000,38547666,660000,24989374
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,CETAPHIL LOC.HU.SPF15   118ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,EUCERIN PH5 LOC.   100ML X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,13403488,12546300,12149445,14906508,18598530,18050450,16584336,16625132,14410302,19983236,17310415,16245684,18226500,11795919,11940100,6302411,8130781,5157079,5171310,4262469,3251347,5035436,3323937,2661384,190813826,85258673,53539335,11020757,33556099,5985321
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,LENIDERM C280+EF C250    X 1,LENIDERM (SIE),SIEGFRIED,SIEGFRIED,POPULAR,1102761,565655,787444,221052,682530,1584044,546900,937712,683625,224128,262212,371466,,,,,,,,,,,,,7969529,0,857806,0,633678,0
BODY,BODY CLEANSING - PIEL ATOPICA LIMPIEZA,LIPIKAR SYNDET G/C DUCHA AP   400ML X 1,LIPIKAR SYNDET (LRP),LRP,LA ROCHE POSAY,POPULAR,32363823,25000596,23818814,30388458,43947200,34961465,44438527,45345770,42179373,34036198,28003131,27472836,41438659,45397760,38405250,42310088,45589529,38448864,49116480,36673801,43825460,57830229,44304540,48808989,411956191,532149649,89512165,150943758,55475967,93113529
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,ATODERM DOUCHE ACEITE DUCHA   1000ML X 1,ATODERM DOUCHE (BDM),BIODERMA,BIODERMA,POPULAR,25319244,20533110,23253861,14958430,17607234,13736012,38445244,34855660,30000110,42715696,32209140,34503109,37405224,43162746,36216708,42067742,49154220,50245306,58317840,62939046,52033950,80808048,94766736,87053888,328136850,694171454,109427945,262628672,66712249,181820624
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,ATODERM DOUCHE GEL DUCHA   1000ML X 1,ATODERM DOUCHE (BDM),BIODERMA,BIODERMA,POPULAR,8937894,4518720,7184655,3250170,2837716,8422020,6824997,8473017,7811073,18323910,4155620,14027312,17573793,16328100,19588725,24621300,29283020,25795509,29761332,28049508,32387584,42365928,40614700,59566416,94767104,365935915,36506842,142547044,18182932,100181116
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,ATODERM DOUCHE GEL DUCHA   100ML X 1,ATODERM DOUCHE (BDM),BIODERMA,BIODERMA,POPULAR,290157,176212,76620,143223,,71534,187124,143271,212252,267050,274010,109604,147963,186356,,257565,115676,173514,57838,454296,384468,393498,360444,153204,1951057,2684822,650664,907146,383614,513648
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EFAL BARRA   100G X 1,EFAL (SIE),SIEGFRIED,SIEGFRIED,POPULAR,35309,39800,,,,,,,,,,,,,,,,,,,,,,,75109,0,0,0,0,0
FACE TOTAL,ACNE CARE,DHEMS LAMINAS ANTI    X 50,DHEMS (PC6),DHEMS,PERCOS,POPULAR,2837367,1463377,1702206,2995720,1797120,2194892,2557825,3573687,3169244,2806468,1764819,1140087,1608432,2960550,5225968,6082400,6928659,6655320,7349632,7992528,6293826,11205080,8757456,9968728,28002812,81028579,5711374,29931264,2904906,18726184
FACE TOTAL,ACNE CARE,DUCRAY KERACNYL CPP30+GL100   130ML X 1,DUCRAY KERACNYL (PC6),AVENE,PERCOS,POPULAR,65900,,65900,,,,,,65900,,,,,,,,,,,,,,,,197700,0,0,0,0,0
FACE TOTAL,ACNE CARE,EFFACLAR SER ULT CON   30ML X 1,EFFACLAR (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,9962500,32437900,59022271,49929665,67713710,60936869,79203298,100804883,134436510,100880814,148008000,161437290,206637871,272263287,276969126,251475006,391726478,462825799,356057694,359206213,2863522758,207853877,1210609971,140140167,818883493
FACE TOTAL,ACNE CARE,NUTRADEICA DS G CR FA P GR   50ML X 1,NUTRADEICA DS (ISD),ISDIN,ISDIN,POPULAR,15842368,8613220,8062208,13933633,30570066,15541101,18032622,18615987,16584750,22628560,20563660,23618880,42952770,27214840,38718360,54967184,58870018,53723502,56674454,59443267,62140442,70133532,72777720,72020744,212607055,669636833,66811100,214931996,44182540,144798464
FACE TOTAL,ACNE CARE,SALILEX PADS PANO HU 2%  X 30,SALILEX (MLB),ROEMMERS,MEGALABS,POPULAR,1329900,1172070,703095,628110,874019,418740,1088724,856966,856966,1148719,299959,539910,449925,309596,1079998,796104,751876,707648,353824,242590,824806,339626,463990,388144,9917178,6708127,1988588,1191760,839869,852134
FACE TOTAL,ACNE CLEANSING,EFFACLAR MICROPEEL GEL EXF/LIM.   400ML X 1,EFFACLAR MICROPEEL (LRP),LRP,LA ROCHE POSAY,POPULAR,16318112,15100692,16142554,16526106,32072853,18908883,24364056,24178608,24180644,29716456,23838150,27639560,30809931,36870592,28507145,41209500,44098470,33511971,47163077,46382074,37671205,66922646,55815102,60552720,268986674,529514433,81194166,183290468,51477710,116367822
FACE TOTAL,ACNE CLEANSING,EFFACLAR MICROPEEL GEL EXF/PUR.   200ML X 1,EFFACLAR MICROPEEL (LRP),LRP,LA ROCHE POSAY,POPULAR,6023120,7204128,7082170,6671136,17961132,11278492,16492992,19568473,11647146,24562538,24165960,23831280,25726120,30845408,24890920,25461540,26464185,23799685,26937072,21341995,25093656,33721450,19938256,30262505,176488567,314482792,72559778,83922211,47997240,50200761
FACE TOTAL,ACNE CLEANSING,NORMADERM PHYTOSOL GEL LI DEE C   200ML X 1,NORMADERM PHYTOSOL (VCY),VICHY,VICHY,POPULAR,12863808,6636960,7735782,11130656,19058490,9545900,20746416,21712050,16852920,22635858,21831760,31069725,25763392,29299704,21995103,21546381,24045336,24730595,34901124,27689040,28224192,37738020,31182866,27761734,201820325,334877487,75537343,96682620,52901485,58944600
FACE TOTAL,FACE CARE - ANTIEDAD,AGE REVERSE ISDIN CREMA DAY   50ML X 1,AGE REVERSE ISDIN (ISD),ISDIN,ISDIN,POPULAR,6676960,6132833,5348952,4980558,9557685,4677288,9547345,8487340,4977775,6707592,6458097,8370450,8590725,8892928,14349952,12019620,12007503,9081786,9780302,9780302,14517370,14784770,10682769,14199920,81922875,138687947,21536139,39667459,14828547,24882689
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE A-OXITIVE S15ML+AFF50    X 1,AVENE A-OXITIVE (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,524725,944505,1259340,1526325,419780,1700912,2232447,2002106,2216487,2267800,2785189,1226064,1270368,302973,1381840,2728570,19332291,2728570,2955181,2203845,1684813
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE PHYSIOLIFT SER.AL.RELL   30ML X 1,AVENE PHYSIOLIFT (PC6),AVENE,PERCOS,POPULAR,7386564,5314374,4291140,5357940,8009625,7384806,7776972,9693186,9943107,7419832,4780860,10135224,5439966,5351514,10105200,8474032,12237104,7767431,9210045,8007120,9805180,8995766,7445636,10416912,87493630,103255906,22335916,26858314,14916084,17862548
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE SERENAGE BAL CON OJOS   15ML X 1,AVENE SERENAGE (PC6),AVENE,PERCOS,POPULAR,264236,105235,,172800,,,,,,,,,,,,,172800,,,,,,,,542271,172800,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,C-VIT CR.CONT.OJOS   30ML X 1,C-VIT (S.D),SESDERMA,SESDERMA,POPULAR,9072120,1978873,6754968,4298553,34534500,3344250,3207750,5869500,3412500,2511782,4983160,2760940,2744703,5450112,1189152,4306616,29051316,600600,2606835,1422891,3222678,3524342,1500760,2926989,82728896,58546994,10255882,7952091,7744100,4427749
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CREMA NOCHE   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,49617024,44009997,68026440,81800404,73444888,46071162,51833935,34159086,73451114,65427302,58630611,64497615,64026600,134855590,78377520,79493060,72273854,40413024,82752255,162330624,75651996,98392077,59927290,64187928,710969578,1012681818,188555528,222507295,123128226,124115218
FACE TOTAL,FACE CARE - ANTIEDAD,FERULAC SER POW MIST   30ML X 1,FERULAC (S.D),SESDERMA,SESDERMA,POPULAR,350000,150000,150000,1350000,50000,2100000,700000,150000,550000,50000,200000,500000,,550000,50000,,,,,,,,50000,,6300000,650000,750000,50000,700000,50000
FACE TOTAL,FACE CARE - ANTIEDAD,FLAVO-C  ISDIN AMP MELATO   2ML X 10,FLAVO-C  ISDIN (ISD),ISDIN,ISDIN,POPULAR,115628,,704028,285710,937712,1348766,996387,234636,465448,348672,58014,356676,359520,239952,839958,1019983,420000,720000,180000,,180000,,,198603,5851677,4158016,763362,198603,414690,198603
FACE TOTAL,FACE CARE - ANTIEDAD,FLAVO-C  ISDIN AMP.ULT+MEL   2ML X 30,FLAVO-C  ISDIN (ISD),ISDIN,ISDIN,POPULAR,124748,873236,1122732,498992,374244,2494960,873236,2245464,623740,1247480,491724,108637,108637,507056,862000,558704,1955464,4056448,1267640,1140876,2657420,1093584,2203696,2487168,11079193,18898693,1847841,5784448,600361,4690864
FACE TOTAL,FACE CARE - ANTIEDAD,HYDRASKIN SERUM A/AGE   30G X 1,HYDRASKIN (P7D),PHARMADERM,PHARMADERM,POPULAR,11106858,11478134,11200688,9228750,9273600,7936838,10446616,9147418,9187956,8987162,8166224,6850932,12173770,12087572,12099380,15324600,15372156,16501305,17987920,15472251,15370240,21985104,15433660,18992925,113011176,188800883,24004318,56411689,15017156,34426585
FACE TOTAL,FACE CARE - ANTIEDAD,ISDINCEUTICS SH30+KOX+SM    X 1,ISDINCEUTICS (ISD),ISDIN,ISDIN,POPULAR,,,,,,,,,,898793,,11684309,5035360,3405807,6266792,2581488,2689050,806724,1035288,7117605,1423521,1907616,612000,2856000,12583102,35737251,12583102,5375616,11684309,3468000
