CATEGORIA,SUBCATEGORIA,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302,MAT 22,MAT 23,P3M 22,P3M 23,YTD 22,YTD 23
BODY,BODY CARE - PIEL SECA UREA,UREADERM ESPUMA 20% 150ML X 1,UREADERM (MLB),ROEMMERS,MEGALABS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,ACUANOVA LOC.   220ML X 1,ACUANOVA (N7D),NOVADERMA,NOVADERMA,POPULAR,158,136,130,141,159,182,158,177,134,146,131,140,142,113,117,145,131,145,142,106,90,155,104,91,1792,1481,417,350,271,195
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,ATODERM CR200+GD100    X 1,ATODERM (BDM),BIODERMA,BIODERMA,POPULAR,,,,,,,,,3,25,14,3,4,3,9,6,11,10,3,8,2,13,3,4,45,76,42,20,17,7
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,CERAVE CR.HIDRATANT   454G X 1,CERAVE (L/O),CERAVE,LOREAL,POPULAR,,,,,,,,,,,104,495,427,1819,684,672,812,861,958,1008,924,1459,1130,1443,599,12197,599,4032,599,2573
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,FISIOGEL A.I. CREMA LIQ   100ML X 1,FISIOGEL A.I. (MLB),GLAXOSMITHKLINE,MEGALABS,POPULAR,,,,,,,,,,,,,14,274,285,131,134,218,397,140,127,163,137,181,0,2201,0,481,0,318
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,HYDRASKIN CR HI280+G60    X 1,HYDRASKIN (P7D),PHARMADERM,PHARMADERM,POPULAR,36,38,28,39,35,33,34,32,37,41,38,32,31,39,28,41,40,50,41,47,36,56,49,42,423,500,111,147,70,91
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,URIAGE GEL BAN SURG   500ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,6,10,12,20,15,9,7,,6,1,1,4,2,3,1,,3,1,,3,1,31,29,22,91,96,6,82,5,51
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,URIAGE LECHE HIDRAT   500ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CLEANSING - PIEL ATOPICA LIMPIEZA,LIPIKAR SYNDET LIQD.SYNDET   400ML X 1,LIPIKAR SYNDET (LRP),LRP,LA ROCHE POSAY,POPULAR,86,29,23,28,64,45,53,36,59,30,35,93,62,40,43,39,62,62,106,124,108,179,103,146,581,1074,158,428,128,249
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,ATODERM DOUCHE AD1L+IGC75ML    X 1,ATODERM DOUCHE (BDM),BIODERMA,BIODERMA,POPULAR,,,,,,,,,,,,,,,75,44,32,4,5,2,3,3,3,2,0,173,0,8,0,5
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,BONAVEN LOC.LIMPIAD   120ML X 1,BONAVEN (MLB),ROEMMERS,MEGALABS,POPULAR,18,14,12,10,9,13,1,7,2,1,8,3,1,1,2,1,1,,1,1,,,,,98,8,12,0,11,0
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EFAL LIMPIAD LIQD   500G X 1,EFAL (SIE),SIEGFRIED,SIEGFRIED,POPULAR,7,7,5,5,6,11,13,5,11,11,6,6,11,13,9,24,12,9,18,7,9,16,18,11,93,157,23,45,12,29
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EUCERIN PH5 GEL SYNDET   250ML X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,922,772,779,832,1013,820,776,727,739,677,656,679,610,733,752,580,679,577,450,532,693,699,622,666,9392,7593,2012,1987,1335,1288
FACE TOTAL,ACNE CARE,AVENE CLEANANCE EMUL.SP30   50ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CARE,NORMADERM HIDRA.GL CREMA   50ML X 1,NORMADERM HIDRA.GL (VCY),VICHY,VICHY,POPULAR,17,7,4,7,14,1,15,16,20,6,,2,2,1,2,1,1,9,3,4,4,3,4,3,109,37,8,10,2,7
FACE TOTAL,ACNE CLEANSING,SEBIUM GEL MOUSSANT   200ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,677,632,600,330,215,225,719,592,307,679,619,719,689,613,598,633,610,2147,745,1106,571,917,580,560,6314,9769,2017,2057,1338,1140
FACE TOTAL,ACNE CLEANSING,TEEN DERM GEL   150ML X 1,TEEN DERM (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,34,37,66,76,38,21,16,46,52,34,14,11,17,12,12,18,18,21,12,15,18,18,21,19,445,201,59,58,25,40
FACE TOTAL,ACNE CLEANSING,TEEN DERM SOLN AQUA   250ML X 1,TEEN DERM (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,1,2,,2,,1,1,2,26,6,2,,,,2,,,1,4,4,2,3,6,5,43,27,8,14,2,11
FACE TOTAL,FACE CARE - AGUAS TERMALES,AVENE AGUA TERMAL AE+L100+SO50   150ML X 1,AVENE AGUA TERMAL (PC6),AVENE,PERCOS,POPULAR,,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
FACE TOTAL,FACE CARE - AGUAS TERMALES,AVENE AGUA TERMAL AE+L100+SO50   300ML X 1,AVENE AGUA TERMAL (PC6),AVENE,PERCOS,POPULAR,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,ACGLICOLIC SERUM FACIAL 6% 30ML X 1,ACGLICOLIC (S.D),SESDERMA,SESDERMA,POPULAR,27,2,7,2,,,1,1,1,1,,1,1,,,1,,1,1,,,,,,43,4,2,0,1,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE SERENAGE CREMA NOCHE   40ML X 1,AVENE SERENAGE (PC6),AVENE,PERCOS,POPULAR,1,,,,,,,,,,,,,,,1,,,,,,,,,1,1,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE YSTHEAL EMULS 0.05% 30ML X 1,AVENE YSTHEAL (PC6),AVENE,PERCOS,POPULAR,3,1,,3,2,5,3,,,,,,,,,,,,,,,,,,17,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,ENDOCARE SE RA C FE E   30ML X 1,ENDOCARE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,2,2,2,3,8,4,7,7,7,3,3,7,5,2,3,,,,,,4,1,,1,55,16,13,2,10,1
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU MIST SPRAY FACIAL   150ML X 1,EUCERIN HYALU MIST (BEI),EUCERIN,BEIERSDORF,POPULAR,196,99,166,133,219,156,187,156,194,185,145,195,249,217,317,217,354,397,437,330,334,455,424,414,2031,4145,525,1293,340,838
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL LOC FAC HIDR   30ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,342,188,337,249,430,428,412,457,538,492,477,585,470,546,485,406,657,485,707,601,2319,770,812,947,4935,9205,1554,2529,1062,1759
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN VOLUM.FIL CREMA DIA   50ML X 1,EUCERIN VOLUM.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,MINERAL 89 GEL HIDR.MOI   30ML X 1,MINERAL 89 (VCY),VICHY,VICHY,POPULAR,380,226,247,287,534,387,496,479,393,1976,634,778,828,967,3203,547,798,644,727,706,605,1020,668,714,6817,11427,3388,2402,1412,1382
FACE TOTAL,FACE CARE - ANTIEDAD,RETIMAX ANTIOJERAS   25G X 1,RETIMAX (S2D),SKIN DRUG,SKIN DRUG,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,SUBSTIANE UV CR.TRATAMIEN   40ML X 1,SUBSTIANE UV (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,URIAGE AGE PROTECT CR NOC DETOX   40ML X 1,URIAGE AGE PROTECT (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,1,1,,,1,,,,,2,,,,1,2,,,3,5,1,2,1,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,AZELAC RU CREMA GEL   50ML X 1,AZELAC RU (S.D),SESDERMA,SESDERMA,POPULAR,100,66,115,132,158,171,159,183,115,120,147,131,183,166,145,185,156,166,165,182,176,205,166,163,1597,2058,398,534,278,329
FACE TOTAL,FACE CARE - ANTIPIGMENT,DHEMS CR.DESP.MANO   30ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,6,6,1,3,,,2,,,,,,,,,,,,,,,,,,18,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,NEOTONE SOLN AQUA   250ML X 1,NEOTONE (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,4,2,3,4,4,4,3,4,2,6,2,3,10,1,3,6,10,1,4,3,7,5,5,8,41,63,11,18,5,13
FACE TOTAL,FACE CARE - ANTIPIGMENT,UNITONE 4 ADVANCE CREMA   15ML X 1,UNITONE 4 ADVANCE (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,101,108,196,114,148,129,43,136,181,66,27,20,39,35,28,31,50,26,25,33,35,35,32,40,1269,409,113,107,47,72
FACE TOTAL,FACE CARE - CLEANSING,DHEMS CR. DETOX AN   30ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,SENSIBIO AR CR.BB   40ML X 1,SENSIBIO AR (BDM),BIODERMA,BIODERMA,POPULAR,58,29,38,48,43,27,59,51,65,59,35,51,53,72,47,88,84,67,87,79,52,95,44,51,563,819,145,190,86,95
FACE TOTAL,FACE CARE - CLEANSING,SENSIBIO GM200+AG10ML    X 2,SENSIBIO (BDM),BIODERMA,BIODERMA,POPULAR,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,4,2,0,2,0,2
FACE TOTAL,FACE CARE - CLEANSING,SENSIBIO H2O SO D500+SE15    X 1,SENSIBIO H2O (BDM),BIODERMA,BIODERMA,POPULAR,,2,17,46,13,11,7,2,4,2,2,,,1,1,2,2,1,2,1,,1,,,106,11,4,1,2,0
FACE TOTAL,FACE CARE - CLEANSING,SENSIBIO MOUSSANT GEL ESPUMOSO   100ML X 1,SENSIBIO MOUSSANT (BDM),BIODERMA,BIODERMA,POPULAR,48,58,241,178,286,254,263,269,290,366,269,277,323,422,372,559,679,680,668,529,380,711,731,726,2799,6780,912,2168,546,1457
FACE TOTAL,FACE CARE - CLEANSING,SYNDERM LIQD SCRUB   120ML X 1,SYNDERM (P7D),PHARMADERM,PHARMADERM,POPULAR,511,436,437,394,431,416,426,448,369,448,415,318,388,410,395,462,418,377,454,368,374,434,370,361,5049,4811,1181,1165,733,731
FACE TOTAL,FACE CARE - HIDRATACION,URIAGE AQUAPRECIS GEL CONT OJO   15ML X 1,URIAGE AQUAPRECIS (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,1,,2,1,,,,,,,,0,4,0,0,0,0
FACE TOTAL,FACE CUIDADO ESPECIFICO,ATPSES CREMA ENERGI   50ML X 1,ATPSES (S.D),SESDERMA,SESDERMA,POPULAR,,2,,4,,,,1,,,,,,,2,,,,,,,,,,7,2,0,0,0,0
FACE TOTAL,FACE CUIDADO ESPECIFICO,AVENE TOLERANCIA CR CALM CTRL   40ML X 1,AVENE TOLERANCIA (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,44,56,121,76,106,97,138,147,188,0,973,0,473,0,335
FACE TOTAL,FACE CUIDADO ESPECIFICO,SENSYSES SOL CLE SEBU   200ML X 1,SENSYSES (S.D),SESDERMA,SESDERMA,POPULAR,42,25,24,36,31,45,40,39,42,62,61,55,71,61,71,77,77,75,73,68,83,96,79,56,502,887,178,231,116,135
FACE TOTAL,FACE CUIDADO ESPECIFICO,TOLERIANE ULT FL RO/OJ   40ML X 1,TOLERIANE (LRP),LRP,LA ROCHE POSAY,POPULAR,215,126,153,167,278,195,274,172,133,43,22,9,11,10,8,15,8,14,11,12,14,22,14,10,1787,149,74,46,31,24
FACE TOTAL,FACE CUIDADO ESPECIFICO,URIAGE TOLEDERM CREMA   50ML X 1,URIAGE TOLEDERM (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN BODY,AVENE SOLAR 50 SPRAY PROTEC   200ML X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,318,192,230,278,395,263,391,395,350,517,335,263,267,484,400,507,492,312,360,310,351,700,366,380,3927,4929,1115,1446,598,746
SUN,SUN BODY,EUCERIN SUN SPR+T/S50 ML   200ML X 1,EUCERIN SUN (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN BODY,UVEBLOCK SPRAY K F50+   150ML X 1,UVEBLOCK (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,3,4,3,4,1,3,,1,,1,,,1,,1,1,1,,,,,,,,20,4,1,0,0,0
SUN,SUN BODY,UVEBLOCK SPRAY SPF50+   200ML X 1,UVEBLOCK (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,,,,,,1,3,,,1,,10,5,1,4,10,18,8,3,8,5,8,11,3,15,84,11,22,10,14
SUN,SUN FACE,AFELIUS CR.FP50   60G X 1,AFELIUS (SIE),SIEGFRIED,SIEGFRIED,POPULAR,70,64,61,70,80,68,78,89,77,96,74,94,85,63,60,88,77,81,56,53,37,62,52,57,921,771,264,171,168,109
SUN,SUN FACE,ANTHELIOS WETSKIN GE SP.50+ AT    X 1,ANTHELIOS WETSKIN (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,ANTHELIOS XL FPS50 EM ULT/LIGER   50ML X 1,ANTHELIOS XL FPS50 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,1,,,1,,1,,,,,,,,,,,,,,,,,3,0,0,0,0,0
SUN,SUN FACE,AVENE SOLAR 50 EA/E50+CPC40    X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,,,,,,,38,33,18,26,17,22,20,25,47,30,13,13,7,9,10,24,8,5,154,211,65,37,39,13
SUN,SUN FACE,AVENE SOLAR 50 FL IN P F50+   150ML X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,30,32,108,200,136,204,0,710,0,540,0,340
SUN,SUN FACE,DHEMS FL A C C F50   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,24,10,43,98,140,122,106,113,156,238,100,150,111,122,115,93,173,142,162,126,103,159,77,108,1300,1491,488,344,250,185
SUN,SUN FACE,EUCERIN SUN EMUL.FL.A/ED   50ML X 1,EUCERIN SUN (BEI),EUCERIN,BEIERSDORF,POPULAR,793,558,511,349,406,253,838,815,779,896,845,871,916,1222,1420,1328,1382,1101,3909,1118,1277,2103,1823,1615,7914,19214,2612,5541,1716,3438
SUN,SUN FACE,FOTOPROT ISDIN FL FP MB F50   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,3,5,4,3,3,2,,,,,,,,5,5,14,28,27,16,42,25,37,37,18,20,254,0,92,0,55
SUN,SUN FACE,HELIOCARE 360 G OILF 50+   50ML X 1,HELIOCARE 360 (MVE),HELIOCARE,MEDIVELIUS,POPULAR,78,74,76,84,93,83,108,129,125,149,124,106,118,154,105,133,251,135,174,201,147,204,170,115,1229,1907,379,489,230,285
SUN,SUN FACE,SUNSTOP LOC.PLUS 50   60ML X 1,SUNSTOP (P7D),PHARMADERM,PHARMADERM,POPULAR,248,158,204,180,212,181,231,246,192,336,200,147,217,170,162,212,196,140,218,136,164,191,106,172,2535,2084,683,469,347,278
SUN,SUN FACE,UMBRELLA CR.60+MAX.15   75G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,40,38,19,34,27,25,20,15,16,12,14,13,8,8,6,7,1,,4,,2,,,,273,36,39,0,27,0
SUN,SUN FACE,UMBRELLA EMU.URBA.F50   50G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,991,582,710,764,817,666,803,819,627,904,773,678,828,834,591,848,655,658,896,706,520,776,573,731,9134,8616,2355,2080,1451,1304
SUN,SUN FACE,UVEBLOCK CR MI C F50+   40ML X 1,UVEBLOCK (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,17,3,10,14,7,44,25,16,13,7,7,8,9,3,3,3,13,8,7,16,10,15,18,5,171,110,22,38,15,23
SUN,SUN FACE POLVO,ANTHELIOS COMPACTO CR PVO TONO2   9G X 1,ANTHELIOS COMPACTO (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE POLVO,UMBRELLA BA.C.DU.50/4   11G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,130,54,73,74,76,94,149,114,85,132,90,81,81,100,99,74,88,84,45,48,9,5,1,,1152,634,303,6,171,1
SUN,SUN FACE POLVO,UMBRELLA BA.C.MA.50/1   11G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,,,,2,,,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
SUN,SUN FACE POLVO,UMBRELLA BA.C.MI.50/3   11G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,219,118,134,127,171,151,193,270,156,171,119,67,102,72,66,69,38,12,2,,,,1,,1896,362,357,1,186,1
SUN,SUN FACE POLVO,UMBRELLA BAS.CO.OS.50   11G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE TINTED,ANTHELIOS ANT-SHIN CGC50+EF+BB    X 1,ANTHELIOS ANT-SHIN (LRP),LRP,LA ROCHE POSAY,POPULAR,40,121,232,201,318,138,15,6,3,4,1,,,,,,,,,2,,,,1,1079,3,5,1,1,1
SUN,SUN FACE TINTED,ANTHELIOS PIGM COR CR T CL F50+   50ML X 1,ANTHELIOS PIGM COR (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,48,147,135,128,139,583,309,384,0,1873,0,1276,0,693
SUN,SUN FACE TINTED,EUCERIN SUN CCTCPACF50   50ML X 1,EUCERIN SUN (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,236,519,0,755,0,755,0,755
SUN,SUN FACE TINTED,SUNAID GEL TON.P/OS   30G X 1,SUNAID (N7D),NOVADERMA,NOVADERMA,POPULAR,33,38,40,39,30,46,43,43,27,40,32,23,49,41,48,62,49,42,54,45,59,59,46,55,434,609,95,160,55,101
SUN,SUN FACE TINTED,SUNFACE CR.COL PF100   50G X 1,SUNFACE (P7D),PHARMADERM,PHARMADERM,POPULAR,43,57,40,82,60,77,51,61,55,70,48,73,60,60,61,79,47,72,95,52,65,88,78,50,717,807,191,216,121,128
SUN,SUN KIDS,AVENE SOLAR 50 LECHE NINOS   100ML X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,143,71,45,140,137,80,81,108,99,154,123,114,98,130,89,134,139,107,105,118,96,156,96,133,1295,1401,391,385,237,229
SUN,SUN KIDS,UMBRELLA EM KI M F50+   15G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,594,187,164,379,342,349,308,502,423,410,329,323,243,325,231,181,172,195,143,142,30,50,13,4,4310,1729,1062,67,652,17
BODY,BODY CARE - CRACKED SKIN,EUCERIN AQUAPHOR POMADA REPAR   55ML X 1,EUCERIN AQUAPHOR (BEI),EUCERIN,BEIERSDORF,POPULAR,861,838,788,1085,1241,906,1158,1111,809,1289,1496,1301,1270,1398,1431,1465,1749,1877,1702,1751,1723,2299,2161,2925,12883,21751,4086,7385,2797,5086
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ALITOPIC LEC EMOLIENT   500ML X 1,ALITOPIC (A4N),AULEN PHARMA,AULEN PHARMA,POPULAR,20,27,34,54,38,53,58,44,54,44,40,50,40,183,75,53,42,75,70,93,79,103,46,101,516,960,134,250,90,147
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATODERM SOS SPRAY   50ML X 1,ATODERM SOS (BDM),BIODERMA,BIODERMA,POPULAR,20,9,18,11,8,5,11,1,7,11,5,9,6,8,10,7,6,8,6,6,5,9,16,8,115,95,25,33,14,24
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,CETAPHIL RESTOR HIDRA   295ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,708,717,605,538,694,650,632,732,552,685,563,593,1404,545,678,646,638,577,578,513,534,601,632,765,7669,8111,1841,1998,1156,1397
BODY,BODY CARE - PIEL SECA UREA,DERMIFANT UREA CR.COR/LIPO 10% 200ML X 1,DERMIFANT UREA (IUK),DERMIFANT,INMUNOTEK,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CARE - PIEL SECA UREA,UREADIN GEL   500ML X 1,UREADIN (ISD),ISDIN,ISDIN,POPULAR,2,,5,6,21,5,10,22,7,6,7,9,5,5,5,1,6,4,9,1,3,12,10,10,100,71,22,32,16,20
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,EUCERIN PH5 CR ADV REPA   456G X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,2,67,422,379,468,432,532,444,546,490,521,643,565,844,69,6286,69,2052,69,1409
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,RETIMAX CREMA ULTRA   120ML X 1,RETIMAX (S2D),SKIN DRUG,SKIN DRUG,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,CERAVE LOTION MOIST   473ML X 1,CERAVE (L/O),CERAVE,LOREAL,POPULAR,,,,,,,,,,,87,531,381,399,418,536,635,740,842,837,762,1371,1202,1432,618,9555,618,4005,618,2634
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,CETAPHIL LOC.LIMP.P/S   237ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,204,262,210,226,205,197,172,192,198,245,188,233,552,193,266,245,238,244,278,251,237,324,341,449,2532,3618,666,1114,421,790
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,CETAPHIL LOC.LIMPIAD   473ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,1268,1181,1909,957,1116,978,1121,2299,1020,1343,2259,1290,2697,1320,1310,1435,1475,1374,1361,1165,1459,1842,1856,2034,16741,19328,4892,5732,3549,3890
BODY,LIP CARE,FILTRODERM BA.LAB.SPF6   4G X 1,FILTRODERM (FCO),QUIPROPHARMA,FARMA DE COLOMBIA,POPULAR,,,,,,,,1,,,,,,,1,,,,,,,,,,1,1,0,0,0,0
FACE TOTAL,ACNE CARE,AVENE CLEANANCE EMUL COMEDOM   15ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,9,79,164,83,73,107,67,79,0,661,0,253,0,146
FACE TOTAL,ACNE CARE,EFFACLAR DUO GEL (+) AP   40ML X 1,EFFACLAR DUO (LRP),LRP,LA ROCHE POSAY,POPULAR,537,439,486,523,934,635,902,887,725,965,855,945,1180,1209,1034,1015,1111,957,1169,1022,919,1272,1189,1090,8833,13167,2765,3551,1800,2279
FACE TOTAL,ACNE CARE,EUCERIN DERMOPURIF FLU.FA.HI.MA   50ML X 1,EUCERIN DERMOPURIF (BEI),EUCERIN,BEIERSDORF,POPULAR,28,1,1,,108,14,39,23,47,18,31,14,,4,,,67,37,13,23,11,3,34,56,324,248,63,93,45,90
FACE TOTAL,ACNE CARE,SEBIUM CR MAT CONTR   30ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,154,73,79,96,126,96,134,81,119,111,105,130,108,135,111,105,169,120,106,155,123,171,168,142,1304,1613,346,481,235,310
FACE TOTAL,ACNE CARE,SEBIUM CR.HYD P GRA   40ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,296,216,313,309,370,253,298,343,338,346,417,416,390,377,390,436,488,474,462,475,493,649,548,464,3915,5646,1179,1661,833,1012
FACE TOTAL,ACNE CLEANSING,AVENE CLEANANCE AGUA MICELAR   100ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,67,56,55,95,60,53,49,68,45,48,33,20,14,13,6,11,8,9,,10,3,3,,1,649,78,101,4,53,1
FACE TOTAL,ACNE CLEANSING,AVENE CLEANANCE K GEL+ESP AF   250ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,,,,,,1,1,1,2,1,,,,1,,,,,,,,,,,6,1,1,0,0,0
FACE TOTAL,ACNE CLEANSING,EFFACLAR SOL.MIC.2X1   200ML X 2,EFFACLAR (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CLEANSING,SEBIUM GEL MOUS ACT   200ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,,,,,,,,,,,41,78,75,147,126,204,275,269,313,286,324,417,2111,372,119,4919,119,2900,119,2483
FACE TOTAL,ACNE CLEANSING,SEBIUM GEL MOUSSANT   100ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,137,139,147,138,168,163,135,186,161,186,168,173,194,181,142,186,172,177,170,189,138,201,165,138,1901,2053,527,504,341,303
FACE TOTAL,ACNE CLEANSING,SEBIUM SOL.PI.G.H2O   100ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,65,62,76,141,72,52,60,66,68,87,58,69,84,63,103,60,76,79,76,74,72,89,59,58,876,893,214,206,127,117
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE A-OXITIVE S15ML+AACF50    X 1,AVENE A-OXITIVE (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,47,50,71,62,82,26,18,35,21,18,26,13,17,10,5,168,333,168,32,121,15
