CATEGORIA,SEGMENTO,MARCA,SKU,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/01/2022,01/02/2022,01/03/2022,01/04/2022,01/05/2022,01/06/2022,01/07/2022,01/08/2022,01/09/2022,01/10/2022,01/11/2022,01/12/2022,01/01/2023,01/02/2023,YTD 22,YTD 23
CREMA FACIAL,Antiedad,La Roche Posay,HYALU B5 CREMA  40 ML X 1,,,,,"7,856","16,274","17,508","18,406","22,110","19,978","10,999","12,907","12,009","12,682","17,060","14,590","13,131","15,825","21,886","20,202","23,008","21,998","23,008","15,601","20,202","12,346","10,213","15,713","22,222","26,038","38,047","32,772","41,975","27,273","42,359","31,591","36,971","33,534","31,099","24,200","44,501","41,677","62,328","47,331","49,928","58,507","53,918","57,679","44,567","43,510","58,336","51,972","49,445","55,466","62,990","75,245","57,780","60,492","58,325","60,710","49,028","74,436",88077,123464
CREMA FACIAL,Antiedad,La Roche Posay,"HYALU B5 NECESER BABY UND, PROMO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,0,5
CREMA FACIAL,Antiedad,La Roche Posay,HYALU B5 SERUM  30 ML X 1,,,,,"29,166","40,508","42,534","70,079","47,665","56,711","39,428","45,369","47,665","45,504","55,361","45,369","40,913","56,441","83,852","78,181","83,447","76,696","80,476","74,130","75,480","71,294","61,167","86,823","185,798","157,442","232,652","217,124","207,537","325,011","320,524","291,193","291,066","298,086","402,876","362,338","409,455","407,829","808,384","744,008","670,382","623,592","608,680","622,252","541,882","571,862","796,730","636,204","686,308","536,535","728,509","637,116","641,297","753,184","855,261","657,021","656,422","548,652",1113744,1205074
CREMA FACIAL,Antiedad,La Roche Posay,HYALU B5 SERUM 30+RETIN B3 30MLPACK 2UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222,805","42,140","16,952","4,249",0,21201
CREMA FACIAL,Antiedad,La Roche Posay,HYALU B5 SERUM FCOx10ML PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,,0,,,0,0,0,0,0,,8,0,8
CREMA FACIAL,Antiedad,La Roche Posay,PURE VITAMIN C10 SERUM LA ROCHE FCOx30ML,,,,,,,,,,,,,,,,,,,,,"30,358","36,727","37,405","36,998","39,709","32,933","28,867","38,760","76,030","89,040","177,402","114,790","149,078","246,385","96,948","79,699","120,071","185,955","270,735","254,938","252,108","224,635","284,865","221,548","212,607","406,389","263,075","348,589","263,208","275,602","412,180","307,018","330,255","232,584","312,251","296,129","233,267","334,997","365,347","314,105","325,473","283,840",538810,609313
CREMA FACIAL,Antiedad,La Roche Posay,PURE VITAMINA C10 SERUM  30 ML X 1,,,,,,,,,,,,,,,,,,,,"1,262",631,"1,136","3,786",126,"2,019","2,524","1,010",757,"2,524","3,029","2,628","5,980","9,384","2,836","9,384","2,377","1,798","12,209","15,511","9,084","7,891",620,"19,027","8,893","6,311","9,893","5,493","5,947","8,287","7,846","4,043","4,744","9,029","13,070","6,408","20,177","27,600","10,695","28,813","23,044","24,573","26,599",16133,51172
CREMA FACIAL,Antiedad,La Roche Posay,REDER.C CR OJOS SENS.LA ROCHE TBOx15ML,"22,764","18,953","21,059","27,277","24,168","17,249","29,583","28,280","27,277","23,065","17,549","20,157","19,154","19,054","25,672","18,552","15,644","15,845","25,071","21,661","23,967","22,062","29,684","20,758","16,246","16,948","13,739","19,956","36,202","22,864","44,224","33,193","32,191","68,593","40,372","66,414","38,638","19,421","32,401","29,954","46,418","42,757","65,149","46,142","45,736","37,077","42,303","47,422","35,520","37,866","45,951","36,826","38,134","36,968","52,742","43,453","30,479","34,114","33,851","30,482","30,426","38,269",73386,68695
CREMA FACIAL,Antiedad,La Roche Posay,"REDER.H.C GEL ANT-ARR.LA ROC.TBx40M, N.M","14,931","12,315","19,508","24,630","18,745","12,860","20,271","17,546","21,470","15,367","11,879","11,661","16,129","16,129","20,053","16,456","13,078","16,347","24,521","20,271","22,124","20,489","18,963","16,238","15,367","16,238","12,751","17,328","30,624","17,546","29,425","28,227","28,880","59,396","33,649","58,069","42,897","25,066","26,255","21,258","24,685","24,422","43,196","28,962","23,367","25,828","34,151","25,116","24,365","21,404","24,666","24,504","30,132","18,047","21,218","23,731","18,269","16,701","17,170","20,610","26,787","31,073",45769,57860
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC C 10+HYALU C OJOS ESTUCH,"8,222","3,947","4,276","2,796","4,111","2,467",822,"1,151",658,"1,480",,329,329,,658,164,329,164,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC C10 CREMA  30 ML X 1,"15,610","12,443","14,027","16,402","18,778","12,104","13,914","12,782","11,877","16,741","9,615","11,199","13,914","7,579","13,687","8,710","6,787","7,126","13,687","8,371","7,013","5,203","8,597","8,710","3,054","3,167","4,977","2,375","5,543","5,203","6,674","6,561","5,430","3,054","1,472","1,588","1,829",842,922,504,169,423,753,169,85,,85,,,,69,,20,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC CR.CTO/OJOS  15 ML X 1,"3,534","2,084","2,900","2,266","2,719","2,991","1,812","2,809","4,350","4,531","2,266",816,"1,812",816,"1,631",634,"2,628",906,"1,722",906,"1,269",725,"1,450","1,450","1,178","1,359",453,,906,"1,722","1,359","3,172","1,178","2,175","2,778","3,334",392,93,"1,855",742,"2,226","2,246","2,246","1,762","2,411","2,127","2,411","1,762","2,568","2,309","2,305","1,188","1,530","2,596","1,420","1,292","1,362",599,"2,317",932,104,104,4877,208
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALU C CREMA  40 ML X 1,"6,521","2,964","2,727","2,846","10,434","1,186","1,897",593,237,237,119,119,119,,237,119,,237,,119,119,119,119,356,593,,,119,,,119,,474,119,356,119,,,,,,237,119,119,,,119,237,,,,,,,,119,,237,119,,,119,0,119
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALU C PNM+HYALU C ESTUCH,"30,576","14,524","6,574","5,045","4,739","4,434","3,669",153,"3,363","1,070","1,682","1,987","1,529",,153,153,"12,231",612,"3,058","3,058",153,"1,835",,"2,446","3,058","6,115","1,529",,917,306,,"1,835",612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALU OJO CREMA  15 ML X 1,,153,,"17,341","69,976","50,948","26,088","9,054","2,455","44,349","58,314","56,932","20,563","8,594","5,678","39,899","91,921","25,167","21,024","9,361","6,138","2,916","1,535","36,523","18,722","9,975","2,916","7,059","20,410","16,266","22,865","13,965","8,287","4,911","3,335","2,978","3,320","1,301","1,620","1,684",595,697,563,161,322,612,153,,145,,121,,,,,121,,121,,,,,145,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALU OJO CREMA  40 ML X 1,302,101,201,101,101,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALU PNM CREMA  40 ML X 1,"16,162","10,172","14,015","13,337","14,467","10,172","12,094","12,320","19,440","11,754","10,963","11,754","11,076","10,285","10,511","13,563","9,494","8,816","11,415","11,641","10,737","10,737","22,266","10,737","8,025","8,929","7,573","7,007","10,737","10,285","12,659","12,885","12,207","23,057","10,492","23,069","12,815","9,786","11,226","6,700","14,603","17,844","29,507","15,946","19,069","22,237","16,671","22,553","13,525","20,210","21,188","18,207","18,111","22,624","30,836","14,945","14,466","14,997","15,738","18,716","13,411","20,857",33735,34268
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALUC PS CREMA  30 ML X 1,"5,217","4,174","4,695","4,487","1,878","1,461","2,608","2,191","1,148","1,043",209,209,104,,,104,,104,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC HYALUC UV CREMA  40 ML X 1,"12,803","13,402","16,273","19,863","13,880","13,641","18,666","17,231","15,196","17,350","13,402","17,111","16,393","12,325","15,555","16,393","14,000","13,043","17,470","15,555","19,983","16,872","14,957","15,795","15,316","15,196","11,367","10,290","14,957","16,034","22,495","16,273","19,145","15,436","20,985","20,341","19,872","18,238","23,192","16,061","16,865","22,156","31,572","15,600","14,813","18,439","21,502","18,227","18,897","15,418","16,977","13,188","18,616","12,104","15,910","17,478","13,691","18,723","15,022","16,600","18,913","20,475",34315,39388
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC R CREMA  30 ML X 1,"13,951","11,161","14,997","13,835","12,091","12,788","13,021","15,114","14,067","13,486","10,347","10,928","9,301","9,766","12,788","13,370","11,393","12,207","8,371","4,418","4,650","4,767","6,278","6,743","2,674","2,325","3,837","2,790","5,580","8,487","8,371","7,789","7,441","4,650","2,709","3,461","2,613",593,885,593,587,971,339,,,85,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC R OJOS EMULS  15 ML X 1,"10,377","8,411","12,781","11,688","13,764","13,327","15,293","15,184","22,393","16,058","10,159","9,394","10,268","10,159","12,671","11,579","11,688","10,924","16,385","13,327","10,596","11,907","12,344","11,360","9,722","8,520","6,773","8,520","16,931","16,385","32,552","20,099","22,066","20,646","17,887","18,146","17,340","17,460","29,637","18,775","30,933","42,183","40,514","23,478","38,463","38,259","31,549","39,465","34,604","32,652","42,293","38,982","38,252","34,037","53,233","39,289","32,939","35,340","40,205","33,699","34,662","50,533",67256,85195
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC RETINOL CR INTENSIVO TBOx30ML,,,,,,,,,,,,,,,,,,,"5,148","10,540","10,050","12,256","12,501","12,256","11,153","12,501","10,785","16,300","21,448","22,551","26,105","36,278","34,684","22,061","22,414","24,939","15,338","7,561","6,478","2,992","2,872","2,147","1,016",543,254,593,169,169,68,,,68,68,,,68,,,,,,,68,0
CREMA FACIAL,Antiedad,La Roche Posay,REDERMIC UV+ CR+UV FPS 25  40 ML X 1,"9,475","8,727","10,846","12,592","8,228","7,231","13,838","10,971","11,220","12,093","6,732","8,353","7,854","7,231","7,355","7,355","9,600","8,851","8,477","5,859","5,984","8,851","5,735","6,109","7,979","7,355","5,485","8,103","11,594","9,600","12,966","9,724","9,974","6,857","10,473","7,862","6,851","10,796","9,411","8,106","8,605","8,709","18,495","9,888","7,200","7,985","8,542","7,731","4,545","6,894","8,396","8,339","5,242","6,818","9,519","7,282","6,027","8,902","7,197","7,065","5,196","9,738",11439,14934
CREMA FACIAL,Antiedad,La Roche Posay,RETINOL B3 SERUM  30 ML X 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217",,"7,218","2,225","4,794","6,515","7,336","13,555",343,"8,448","6,718","12,139","5,694","9,665","13,796","7,325","15,831","3,527","10,090","8,074","5,263","9,407","12,026","5,265","18,789","16,661","14,109","26,865","13,291","25,873","23,186",13617,49059
CREMA FACIAL,Antiedad,La Roche Posay,RETINOL B3 SERUM FCOx30ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,422","81,802","30,978","8,035","91,773","96,732","88,898","130,326","195,480","240,144","102,827","147,271","258,452","377,987","240,413","268,018","321,888","316,140","323,178","250,254","263,371","366,510","349,300","461,975","266,012","353,813","294,203","263,095","385,752","338,305","341,639","325,467","393,049",513625,718516
CREMA FACIAL,Antiedad,La Roche Posay,"SUBSTIANE (CR ANTIED.40+CR OJ.15), EST","1,726",797,797,664,"1,195",664,664,531,398,531,,133,266,,133,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,SUBSTIANE OJOS  15 ML X 1,"5,836","3,714","4,244","5,438","9,948","9,815","12,600","7,958","7,030","16,977","12,866","19,895","9,284","3,979","5,040","5,438","6,366","3,846","5,703","5,173","5,173","6,101","8,489","4,642","3,979","1,326","3,979","3,449","4,775","5,836","6,499","6,499","5,305","5,305","4,478","3,762","2,889","2,041","4,413","4,003","5,027","4,891","4,261","4,493","3,663","2,336","2,473",610,"1,938","1,658","1,632","1,059","1,336",982,"1,966",742,"1,978",247,618,"2,102",,232,3596,232
CREMA FACIAL,Antiedad,La Roche Posay,SUBSTIANE ROSTRO  40 ML X 1,"9,298","8,167","9,423","6,031","11,182","7,790","8,167","8,167","6,031","4,523","3,895","2,638","2,764","2,764","1,759","1,633","1,256",377,377,,251,,,126,,,126,,,,,,251,,,107,100,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,La Roche Posay,SUBSTIANE SERUM  30 ML X 1,"7,373","6,193","7,225","9,290","11,944","12,829","13,861","8,552","10,174","17,547","14,598","22,118","11,502","4,719","7,078","5,898","5,603","6,193","8,258","7,668","4,866","5,013","14,008","4,571","3,686","4,276","3,981","3,539","7,668","5,161","7,815","5,161","8,258","7,373","6,602","5,957","7,750","5,446","10,012","5,066","9,569","5,767","3,538","4,313","4,836","7,714","4,540","4,026","3,388","4,806","5,497","3,129","6,428","3,567","5,720","2,543","2,113","4,223","4,077","2,412","2,674","3,329",8194,6003
CREMA FACIAL,Antiedad,La Roche Posay,SUBSTIANE+ OJOS CR TRAT.LA ROCHE TBx15ML,"6,772","7,084","9,168","6,251","9,168","6,042","8,439","9,585","9,897","9,272","7,709","5,313","5,626","4,688","6,980","6,355","7,293","5,105","8,230","7,709","7,397","5,313","6,563","6,459","5,209","4,896","3,021","3,542","5,626","7,084","8,334","7,397","9,168","7,293","8,142","7,130","7,275","4,956","3,824","4,548","7,418","7,239","9,321","4,913","2,796","1,930","2,335","1,909","1,453",545,430,246,329,123,558,118,,247,247,,128,63,1998,191
CREMA FACIAL,Antiedad,La Roche Posay,SUBSTIANE+ SERUM FAC.A/EDAD.LA ROCH Fx30,"22,217","10,768","17,583","11,313","12,949","11,586","8,860","8,860","11,313","10,632","5,997","9,132","7,633","8,451","12,676","9,950","10,768","7,906","11,995","6,951","11,858","8,996","8,587","10,495","7,633","6,679","4,498","3,408","8,315","8,178","10,495","7,360","8,860","4,362","4,377","3,788","3,317","1,909","3,215","2,384","3,394","2,624","6,242","4,124","5,027","4,977","6,638","8,847","7,249","6,756","6,365","5,965","6,634","9,515","7,216","7,107","5,936","10,210","4,459","5,949","7,275","7,032",14005,14307
CREMA FACIAL,Antiedad,Lessline,LESSLINE C SERUM FACIAL 5% 15ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,0,197
CREMA FACIAL,Antiedad,Martiderm,MD ALFA PEELING 10 Ampoules,,,,,,,,,,,,116,116,465,232,116,116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD ALFA PEELING 30 Ampoules,,,,,,,,,,,,284,284,284,567,284,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD FLASH 1 Ampoules,,,,,,,,,,,,,,,52,,17,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD FLASH 5 Ampoules,,,,,,,,,,,,358,"1,702","1,613","1,254",179,986,538,90,269,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD IONTO LIFT EYE CONTOUR,,,,,,,,,,,,,,235,,,,,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD LIPOSOMAS 10 Ampoules,,,,,,,,,,,,123,737,246,614,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD LIPOSOMAS 30 Ampoules,,,,,,,,,,,,267,,800,"1,599","1,066",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD PHOTO AGE - 30 Ampoules,,,,,,,,,,,,960,,960,"1,280",,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD PHOTO-AGE - 10 Ampoules,,,,,,,,,,,,202,,202,,,,404,202,,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD PROTEOGLICANOS 10 Ampoules,,,,,,,,,,,,,125,,249,249,249,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD PROTEOGLICANOS 30 Ampoules,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD PROTEOS LIPOSOME - 10 AMPOLLAS,,,,,,,,,,,,,,,,,350,584,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Martiderm,MD PROTEOS LIPOSOME X 30 AMPOLLAS,,,,,,,,,,,,,,,,,,"1,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Medik8,MEDIK8 C-TETRA+INTENSE 30ML,,,,,,,,,,,,,,,829,829,552,552,"1,381","1,105",829,"1,105",829,276,276,"1,105",276,,276,,552,276,276,276,333,998,,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Medik8,MEDIK8 CALMWISE SERUM 15ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,180,,0,,,,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,,,,,0,0
CREMA FACIAL,Antiedad,Medik8,MEDIK8 DARK CIRCLES TINTED15ML,,,,,,,,,,,,,,,,374,249,,249,,125,125,125,374,125,125,125,125,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Medik8,MEDIK8 R-RETINOATE 50ML,,"1,531","2,041","1,531","1,531",510,"2,041","2,041","1,021","2,041","1,021","1,021","1,021",510,,"1,021",510,"1,531","1,021","1,531","1,531",510,510,"1,531","1,531","3,062",,,510,,,,510,,,,,,,,,,,510,510,510,,510,,510,,,510,,,,,,,510,,,510,0
CREMA FACIAL,Antiedad,Meso Cit,MESO CIT EVEN SKIN TONE 30 ML(1852),,,,,169,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Meso Cit,MESO CIT WH BETA-2 FACT.CRECIM.30 ML(1854),,,,,169,,169,169,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Nutrem,NUTREM CREMA 30.0000 G,"16,104","15,732","14,613","14,762","16,403","15,657","16,552","16,328","22,218","19,758","19,758","17,745","22,665","16,775","18,714","19,087","17,968","19,310","19,087","18,565","19,310","18,639","19,534","16,626","21,920","18,117","15,881","9,618","12,227","15,657","15,135","19,758","18,565","18,416","19,907","15,531","16,108","14,677","16,346","15,560","16,458","16,355","17,479","17,157","11,612","14,418","19,005","15,523","15,018","13,104","16,910","12,571","15,370","13,990","12,859","15,475","12,995","13,068","11,963","9,010","10,038","8,997",28122,19035
CREMA FACIAL,Antiedad,Otras Marcas,ISIS NANO PURE REJUVENAT POWD FCO 4.5 G,270,180,180,540,90,90,180,360,180,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Otras Marcas,OX BY REVIDOX CR ANTIAGE TBOx30ML,"1,958","2,136","2,047","3,115","1,691","1,157","2,136",890,623,712,445,712,178,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Otras Marcas,OX BY REVIDOX CR.CONT.OJOS TBOx15ML,"1,466","1,232",704,"1,290",645,411,411,411,411,117,,,59,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Otras Marcas,PLANT SYS BALSAM CONT D/OJOS TBO 15 ML,43,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Otras Marcas,PLANT SYS GEL CONT D/OJ ANT- TBO 15ML,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Pliance,PLIANCE CR FAC A/AGE  30 G X 1,894,447,"1,005","1,229","3,574","2,792",335,"2,234","1,564","4,803","2,010",782,"2,122","2,792","1,340",782,894,558,"1,787",447,670,"1,675","2,569","1,564",670,"1,229","1,452",,112,"1,117",112,"1,675",335,"1,005",568,993,0,788,"1,064",452,845,709,776,777,497,419,497,426,497,"1,064",,639,213,,286,143,71,,142,,,71,1561,71
CREMA FACIAL,Antiedad,RESVERAX,RESVERAX CR FAC A/AGE  30 G X 1,,,,,,,,,,,,935,"6,483","2,380","1,015","3,076","1,824","2,736","3,635","3,494","3,243","2,085","2,451","3,573","2,789","2,736","1,973",73,"1,464",948,803,"1,499",648,"1,388","3,291","1,216",860,"2,315","1,796","7,340","3,418","3,298","1,640","2,474","3,344","1,199","1,947","2,399","1,574",825,75,150,,,,,,,,,,,2399,0
CREMA FACIAL,Antiedad,Reti Age,RETI AGE CR CONT OJOS  15 ML X 1,,,,,,"3,760","1,629",501,,,,,,"2,131",,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Reti Age,RETI AGE CREMA FACIAL  50 ML X 1,20,,8,,,,,52,88,,24,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Reti Age,RETI AGE SERUM ANTIEN  30 ML X 1,119,,,,,,"1,546",,,"3,805",714,,,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,157,,,,,,,0,0
CREMA FACIAL,Antiedad,Reti Age,RETIAGE CONTORNO DE OJOS 15ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,258,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Reti Age,RETIAGE SERUM ANTIAGING 30ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,252,756,252,756,"1,009","1,261",630,378,378,126,378,252,,126,,126,,126,,,,756,0
CREMA FACIAL,Antiedad,Sesgen,EST SESDERMA SESGEN32+CR/C-VITx50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antiedad,Sesgen,SESGEN 32 CRE ACT CELU  50 ML X 1,50,,101,50,50,151,50,,101,201,,50,50,101,101,151,50,50,50,,50,101,201,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,157,,,,157,,,0,0
CREMA FACIAL,Antiedad,Supleskin,SUPLESKIN SERUM FACIAL 50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,757","5,790","4,640","3,136","8,105","3,492",602,986,"1,599","2,180","1,088",986,"1,510",758,104,"1,944","4,151","2,398","2,504","2,025","4,882",2585,6907
CREMA FACIAL,Antiedad,Uriage,URIAGE EAU THERMAL CR CONT EYE TBOx15ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,118,179,204,78,596,198,0,794
CREMA FACIAL,Antiedad,Yeux,YEUX CR CONT OJOS  20 G X 1,,,996,"3,177","3,272","1,707","1,138","1,517","5,500","6,922","1,185","1,185","4,315","4,931","2,608","2,655","2,086","2,892","2,228","3,035","2,513","2,797","3,177","1,897","4,078","3,651","2,228",190,"2,608","2,750","3,366","3,082","1,612","4,172","4,946","6,027","2,342","3,536","5,310","6,574","4,600","3,490","7,496","6,914","8,391","6,504","5,274","6,201","7,742","4,246","4,768","6,995","4,733","5,928","7,768","3,845","5,598","6,527","6,693","5,390","5,526","7,648",11988,13174
CREMA FACIAL,Antipigmento,Azelac,AZELAC GEL FA HIDRA  50 ML X 1,73,,183,220,,623,,,"1,393",,,,,,,,73,73,73,110,110,37,,,,73,,,37,37,73,,37,220,926,926,0,0,,,0,,,0,,,,,0,0,,0,,,0,0,,0,,,,,0,0
CREMA FACIAL,Antipigmento,Azelac,"AZELAC RU (CR GEL+HIDR HYAL SERUM), PACK",,,,,,,,,,,"4,626",867,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antipigmento,Azelac,AZELAC RU FLUID/LUMINOS/SPF50x50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,280,,,419,140,,,,,,140,,,,,,,,,0,0
CREMA FACIAL,Antipigmento,Azelac,AZELAC RU SER FAC LIPO  30 ML X 1,,"2,056","2,056",,,571,"2,970","1,371","2,741","2,741","2,056","2,170",,"5,368",,,,,,,,,,,,,,,,,,,,457,589,982,0,,,,,621,621,777,"1,554","1,554","2,020","2,175","1,554","1,709","2,486","1,554","1,243","2,330","1,709","1,398",466,"1,398",777,777,913,228,3263,1141
CREMA FACIAL,Antipigmento,Azelac,"AZELAC RU&C-VIT(30+50ML), PACK",,,,,,,,,,,,,,,,,,,,,,,,,,,328,,,328,164,164,164,164,328,,326,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CREMA FACIAL,Antipigmento,Bioderma,BIODERMA PIGMENTBIO FOAMING CR TBO 200ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,"1,292",510,263,527,771,378,"1,139",925,"1,127","1,087",944,508,553,703,"1,371",800,"1,130",427,1149,1557
CREMA FACIAL,Antipigmento,Bioderma,BIODERMA PIGMENTBIO H2O FCO 250ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,702,658,533,412,120,532,320,514,690,969,657,"1,023",680,753,964,927,465,448,"1,093",852,1541
